project_accession,species_latin_name,species_common_name,site_label,original_place_text,resolved_place_text,political_entity,source_artifact_path,source_locator,coordinate_basis,mapping_posture,latitude_text,longitude_text,geocoding_method,geocoder_or_gazetteer,confidence_rationale,coordinate_confidence,paper_doi,paper_url,supplementary_source,chronology_text,time_start_bp,time_end_bp,dating_basis,comparator_context,domestication_context,interpretation_note,support_gap_note
PRJEB31613,Equus caballus,horse,Whitehall Roman Villa,Whitehall Roman Villa,Whitehall Roman Villa,United Kingdom,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row242,supplementary_table_coordinates,mappable_point,52.226036399999998,-1.0568534999999999,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1617-1717 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Witter Place,Witter Place,Witter Place,United Kingdom,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row243,supplementary_table_coordinates,mappable_point,53.193018000000002,-2.882844,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,117-317 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Yenikapi,Yenikapi,Yenikapi,Turkey,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row250,supplementary_table_coordinates,mappable_point,41.005209999999998,28.951720000000002,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1289 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Yerqorqan,Yerqorqan,Yerqorqan,Uzbekistan,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row281,supplementary_table_coordinates,mappable_point,38.867277999999999,65.800161000000003,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,2853 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Zhanaturmus,Zhanaturmus,Zhanaturmus,Kazakhstan,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row282,supplementary_table_coordinates,mappable_point,43.1836111,76.779722199999995,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1143 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB31613,Equus caballus,horse,Šebastovce,Šebastovce,Šebastovce,Slovakia,data/adna/governance/source_library/papers/10.1016-j.cell.2019.03.049/supplementary/1-s2.0-S0092867419303848-mmc1.xlsx,Sheet1!row197,supplementary_table_coordinates,mappable_point,48.655000000000001,21.268000000000001,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1016/j.cell.2019.03.049,https://doi.org/10.1016/j.cell.2019.03.049,,1217-1417 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Acemhoyuk,Acemhoyuk,Acemhoyuk,Turkey,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row23,supplementary_table_coordinates,mappable_point,38.411227,33.835694,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2240 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Aleksandrovskoe IV,Aleksandrovskoe IV,Aleksandrovskoe IV,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row234,supplementary_table_coordinates,mappable_point,53.974236,74.884425,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4724 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Algay,Algay,Algay,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row125,supplementary_table_coordinates,mappable_point,50.156028,48.526306,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,7356 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Althiburos,Althiburos,Althiburos,Tunisia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row10,supplementary_table_coordinates,mappable_point,35.873429,8.78621,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2531 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Arzhan-I,Arzhan-I,Arzhan-I,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row174,supplementary_table_coordinates,mappable_point,52.066389,93.5225,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2804 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Arzhan-II,Arzhan-II,Arzhan-II,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row173,supplementary_table_coordinates,mappable_point,52.066389,93.5225,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2600 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ashchisu,Ashchisu,Ashchisu,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row110,supplementary_table_coordinates,mappable_point,49.916667,74.216667,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3704 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Asva,Asva,Asva,Estonia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row260,supplementary_table_coordinates,mappable_point,58.410926,23.016137,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2611 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Aygurskiy 2,Aygurskiy 2,Aygurskiy 2,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row62,supplementary_table_coordinates,mappable_point,45.69,43.262,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5400 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Bad Pirawarth,Bad Pirawarth,Bad Pirawarth,Austria,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row79,supplementary_table_coordinates,mappable_point,48.451361,16.599992,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2535 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Belkaragay,Belkaragay,Belkaragay,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row155,supplementary_table_coordinates,mappable_point,51.52,62.55,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4962 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Bestamak,Bestamak,Bestamak,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row162,supplementary_table_coordinates,mappable_point,51.575646,64.724468,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3842 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Bijke-V,Bijke-V,Bijke-V,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row144,supplementary_table_coordinates,mappable_point,51.164483,86.139367,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2575 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Bol'shekaraganskii,Bol'shekaraganskii,Bol'shekaraganskii,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row184,supplementary_table_coordinates,mappable_point,52.65,59.566667,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3818 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Bor Shoroonii,Bor Shoroonii,Bor Shoroonii,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row65,supplementary_table_coordinates,mappable_point,46.4,100.68,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2608 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Borly,Borly,Borly,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row169,supplementary_table_coordinates,mappable_point,51.826192,77.948253,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,6399 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Borly 4,Borly 4,Borly 4,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row167,supplementary_table_coordinates,mappable_point,51.824694,77.945111,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4911 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Botai,Botai,Botai,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row211,supplementary_table_coordinates,mappable_point,53.303942,67.645786,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,5278 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Burgast,Burgast,Burgast,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row109,supplementary_table_coordinates,mappable_point,49.830833,89.99,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3018 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Burial mound at Berezovaya mountain,Burial mound at Berezovaya mountain,Burial mound at Berezovaya mountain,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row178,supplementary_table_coordinates,mappable_point,52.429072,55.227878,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3799 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Březno,Březno,Březno,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row137,supplementary_table_coordinates,mappable_point,50.35784,13.74354,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3191 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Chalk Hill,Chalk Hill,Chalk Hill,United Kingdom,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row148,supplementary_table_coordinates,mappable_point,51.330592,1.389657,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2815 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Chinge-Tey-I,Chinge-Tey-I,Chinge-Tey-I,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row177,supplementary_table_coordinates,mappable_point,52.067083,93.464806,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2760 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Choburak-I,Choburak-I,Choburak-I,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row147,supplementary_table_coordinates,mappable_point,51.173733,86.113083,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2575 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Cova Fosca,Cova Fosca,Cova Fosca,Spain,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row33,supplementary_table_coordinates,mappable_point,40.42019,0.12547,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,7130 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Căscioarele,Căscioarele,Căscioarele,Romania,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row46,supplementary_table_coordinates,mappable_point,44.12731,26.4696,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,6247 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Divnogor'ye 9,Divnogor'ye 9,Divnogor'ye 9,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row143,supplementary_table_coordinates,mappable_point,50.963242,39.29496,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,17009 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,El Turuñuelo,El Turuñuelo,El Turuñuelo,Spain,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row26,supplementary_table_coordinates,mappable_point,38.949334,6.064916,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2538 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Els Vilars,Els Vilars,Els Vilars,Spain,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row36,supplementary_table_coordinates,mappable_point,41.57,0.95,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2425 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Etiolles,Etiolles,Etiolles,France,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row80,supplementary_table_coordinates,mappable_point,48.63324,2.465916,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,15709 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ganga-Tsagaan Ereg,Ganga-Tsagaan Ereg,Ganga-Tsagaan Ereg,Mongolia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row106,supplementary_table_coordinates,mappable_point,49.572897,103.251933,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,2725 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Ginnerup,Ginnerup,Ginnerup,Denmark,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row252,supplementary_table_coordinates,mappable_point,56.41134,10.74481,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4961 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Gordinesti II,Gordinesti II,Gordinesti II,Moldova,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row77,supplementary_table_coordinates,mappable_point,48.159923,27.169232,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4013 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Halvai,Halvai,Halvai,Kazakhstan,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row202,supplementary_table_coordinates,mappable_point,52.843,62.9029,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3806 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Hohler Stein bei Schwabthal,Hohler Stein bei Schwabthal,Hohler Stein bei Schwabthal,Germany,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row112,supplementary_table_coordinates,mappable_point,50.06053,11.104783,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4629 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Holubice,Holubice,Holubice,Czech Republic,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row128,supplementary_table_coordinates,mappable_point,50.20132,14.29183,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3987 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Hyena's Lair,Hyena's Lair,Hyena's Lair,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row145,supplementary_table_coordinates,mappable_point,51.17025,82.967972,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,>49900 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Igue du Gral,Igue du Gral,Igue du Gral,France,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row50,supplementary_table_coordinates,mappable_point,44.499039,1.692232,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,20874 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kamennyi Ambar 5,Kamennyi Ambar 5,Kamennyi Ambar 5,Russia,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row193,supplementary_table_coordinates,mappable_point,52.833333,60.366667,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,3803 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
PRJEB44430,Equus caballus,horse,Kaposújlak-Várdomb,Kaposújlak-Várdomb,Kaposújlak-Várdomb,Hungary,data/adna/governance/source_library/papers/10.1038-s41586-021-04018-9/supplementary/41586_2021_4018_MOESM5_ESM.xlsx,SI Table 1!row64,supplementary_table_coordinates,mappable_point,46.362,17.731,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,exact,10.1038/s41586-021-04018-9,https://doi.org/10.1038/s41586-021-04018-9,,4408 BP,,,unknown,false,domesticated_core,This locality is mapped from direct supplementary coordinates rather than a project-level geocode.,
