species_latin_name,species_common_name,project_accession,repo_stable_sample_id,archive_native_sample_id,paper_native_sample_label,supplementary_table_sample_label,preferred_sample_label,sample_basis,sample_evidence_status,sample_lineage_path,sample_lineage_locator,sample_lineage_excerpt,sample_identity_resolution,sample_ambiguity_note,locality_text,political_entity,latitude_text,longitude_text,chronology_text
Ovis aries,sheep,PRJEB36540,prjeb36540:tep50,,,TEP50,TEP50,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row21,19 | Tepecik-Çiftlik Höyük | TEP50 | 50/15K/89C | 6000-5800 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep52,,,TEP52,TEP52,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row37,33 | Tepecik-Çiftlik Höyük | TEP52 | 52/16K/247C | 6700-6600 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep53,,,TEP53,TEP53,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row38,34 | Tepecik-Çiftlik Höyük | TEP53 | 53/16K/245C | 6700-6600 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep54,,,TEP54,TEP54,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row39,35 | Tepecik-Çiftlik Höyük | TEP54 | 54/16K/253C | 6700-6600 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep55,,,TEP55,TEP55,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row40,36 | Tepecik-Çiftlik Höyük | TEP55 | 55/16K/263C | 6700-6600 BCE | 3 | E,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep56,,,TEP56,TEP56,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row41,37 | Tepecik-Çiftlik Höyük | TEP56 | 56/16K/265C | 6700-6600 BCE | 2 | E,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep57,,,TEP57,TEP57,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row42,38 | Tepecik-Çiftlik Höyük | TEP57 | 57/16K/265C | 6700-6000 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep57_2014,,,TEP57_2014,TEP57_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row53,45 | Tepecik-Çiftlik Höyük | TEP57_2014 | 1353/16K/173C | 6700-6600 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep58,,,TEP58,TEP58,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row43,39 | Tepecik-Çiftlik Höyük | TEP58 | 58/16K/265C | 6645-6505 cal BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6645-6505 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep59,,,TEP59,TEP59,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row117,105 | Tepecik-Çiftlik Höyük | TEP59 | 59/16K/267C | 6700 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6700 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep5_depo,,,TEP5_depo,TEP5_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row121,109 | Tepecik-Çiftlik Höyük | TEP5_depo | 780/16K/326 | 7500-7000 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,7500-7000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep60,,,TEP60,TEP60,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row68 || Sheet1!row16,58 | Tepecik-Çiftlik Höyük | TEP60 | 60/16K/267C | 6700-6000 BCE | 3 | B || 13 | Tepecik-Çiftlik Höyük | tps060 | TEP60 | 60/16K/267C | 17667489 | 6082 | 6.4999999999999997E-4 | 101.4 | 2.1699999999999999E-4 | 9.69E-2,final,,Tepecik-Çiftlik Höyük,,,,6700-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep60_2014,,,TEP60_2014,TEP60_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row54,46 | Tepecik-Çiftlik Höyük | TEP60_2014 | 1356/16K/250C | 6700-6600 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep61,,,TEP61,TEP61,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row46,40 | Tepecik-Çiftlik Höyük | TEP61 | 61/16K/262C | 6800-6700 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6700 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep62*,,,TEP62*,TEP62*,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx || data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row47 || Sheet1!row17 || Sheet1!row18,41 | Tepecik-Çiftlik Höyük | TEP62* | 62/16K/262C | 7031-6687 cal BCE | 2 | B || 14 | Tepecik-Çiftlik Höyük | tps062 | TEP62 | 62/16K/262C | 15288906 | 1492645 | 0.11534 | 102.1 | 5.6297E-2 | 5.5566000000000004 || tpsc062* | TEP62 | 62/16K/262C | 74121812 | 5356405 | 0.21889 | 112.3 | 0.221251 | 10.407400000000001,final,,Tepecik-Çiftlik Höyük,,,,7031-6687 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep63,,,TEP63,TEP63,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row118,106 | Tepecik-Çiftlik Höyük | TEP63 | 63/16K/245C | 6700-6500 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6700-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep68_2014,,,TEP68_2014,TEP68_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row66,56 | Tepecik-Çiftlik Höyük | TEP68_2014 | 1362/16K/276C | 6900-6800 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6900-6800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep6_depo,,,TEP6_depo,TEP6_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row122,110 | Tepecik-Çiftlik Höyük | TEP6_depo | 782/16L/232 | 6500-6400 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-6400 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep7,,,TEP7,TEP7,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row26,24 | Tepecik-Çiftlik Höyük | TEP7 | 7/15K/100C | 6000-5800 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep72_2014,,,TEP72_2014,TEP72_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row67,57 | Tepecik-Çiftlik Höyük | TEP72_2014 | 1365/16K/267C | 6900-6800 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6900-6800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep78_2014,,,TEP78_2014,TEP78_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row63,53 | Tepecik-Çiftlik Höyük | TEP78_2014 | 1370/17K/22 2C | 6700-6600 BCE | 2 | A,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep7_depo,,,TEP7_depo,TEP7_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row69,59 | Tepecik-Çiftlik Höyük | TEP7_depo | 783/16L/231 | 6500-6400 BCE | 3 | D,final,,Tepecik-Çiftlik Höyük,,,,6500-6400 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep8,,,TEP8,TEP8,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row27,25 | Tepecik-Çiftlik Höyük | TEP8 | 8/15K/100C | 6000-5800 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6000-5800 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep82_2014,,,TEP82_2014,TEP82_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row55,47 | Tepecik-Çiftlik Höyük | TEP82_2014 | 1372/17K/229C | 6700-6600 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6700-6600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep83,,,TEP83,TEP83,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_2.xlsx,Sheet1!row19 || Sheet1!row20,15 | Tepecik-Çiftlik Höyük | tps083 | TEP83 | 1373/17K/5-6 212C | 15562236 | 147274 | 1.034E-2 | 84.1 | 4.1739999999999998E-3 | 1.7839 || tpsc083* | TEP83 | 1373/17K/5-6 212C | 71880314 | 558736 | 4.1209999999999997E-2 | 101.5 | 1.9220000000000001E-2 | 5.0522999999999998,final,,Tepecik-Çiftlik Höyük,,,,
Ovis aries,sheep,PRJEB36540,prjeb36540:tep83_2014,,,TEP83_2014,TEP83_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row59,51 | Tepecik-Çiftlik Höyük | TEP83_2014 | 1373/17K/5-6 212C | 6469-6361 cal BCE | 3 | A,final,,Tepecik-Çiftlik Höyük,,,,6469-6361 cal BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep87_2014,,,TEP87_2014,TEP87_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row56,48 | Tepecik-Çiftlik Höyük | TEP87_2014 | 1377/17K/229C | 6800-6700 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6700 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep8_depo,,,TEP8_depo,TEP8_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row70,60 | Tepecik-Çiftlik Höyük | TEP8_depo | 783/16L/231 | 6500-6400 BCE | 3 | B,final,,Tepecik-Çiftlik Höyük,,,,6500-6400 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep9,,,TEP9,TEP9,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row116,104 | Tepecik-Çiftlik Höyük | TEP9 | 9/15K/99C | 6085-6010 cal BCE 7200+/-30 BPδ (Beta-373270) | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6085-6010 cal BCE 7200+/-30 BPδ (Beta-373270)
Ovis aries,sheep,PRJEB36540,prjeb36540:tep93_2014,,,TEP93_2014,TEP93_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row57,49 | Tepecik-Çiftlik Höyük | TEP93_2014 | 1383/17K/5-6 210C | 6800-6700 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6700 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep94_2014,,,TEP94_2014,TEP94_2014,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row58,50 | Tepecik-Çiftlik Höyük | TEP94_2014 | 1384/17K/6- 226C | 6800-6700 BCE | 2 | B,final,,Tepecik-Çiftlik Höyük,,,,6800-6700 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:tep9_depo,,,TEP9_depo,TEP9_depo,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row123,111 | Tepecik-Çiftlik Höyük | TEP9_depo | 781/16L/232 | 6500-6400 BCE | N/A | N/A,final,,Tepecik-Çiftlik Höyük,,,,6500-6400 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh1,,,UH1,UH1,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row140,"128 | Ulucak Höyük | UH1 | Ulucak 26, IV | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh10,,,UH10,UH10,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row146,"134 | Ulucak Höyük | UH10 | Ulucak 11, VI, MC | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh11,,,UH11,UH11,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row147,"135 | Ulucak Höyük | UH11 | Ulucak 12, VI, DP4 | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh13,,,UH13,UH13,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row148,"136 | Ulucak Höyük | UH13 | Ulucak 9, VI, Astv | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh14,,,UH14,UH14,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row149,"137 | Ulucak Höyük | UH14 | Ulucak 6, VI, Ctc | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh15,,,UH15,UH15,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row150,"138 | Ulucak Höyük | UH15 | Ulucak 1, VI, MC | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh16,,,UH16,UH16,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row151,"139 | Ulucak Höyük | UH16 | Ulucak 2, VI, Astr | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh17,,,UH17,UH17,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row152,"140 | Ulucak Höyük | UH17 | Ulucak 24, IV, Astr | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh18,,,UH18,UH18,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row153,"141 | Ulucak Höyük | UH18 | Ulucak 18, IV, Astr | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh19,,,UH19,UH19,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row154,"142 | Ulucak Höyük | UH19 | Ulucak 23, IV, MC | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh2,,,UH2,UH2,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row141,"129 | Ulucak Höyük | UH2 | Ulucak 21, IV | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh20,,,UH20,UH20,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row155,"143 | Ulucak Höyük | UH20 | Ulucak 25, IV, MC | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh21,,,UH21,UH21,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row156,"144 | Ulucak Höyük | UH21 | Ulucak 27, IV, MC | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh22,,,UH22,UH22,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row157,"145 | Ulucak Höyük | UH22 | Ulucak 20, IV, MD | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh24,,,UH24,UH24,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row158,"146 | Ulucak Höyük | UH24 | Ulucak 22, IV, MC | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh25,,,UH25,UH25,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row159,"147 | Ulucak Höyük | UH25 | Ulucak 17, IV, MD | 6000-5700/5600 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6000-5700/5600 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh28,,,UH28,UH28,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row160,"148 | Ulucak Höyük | UH28 | L12, ctd, 141, 215.11, 215.08, KOG | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh29,,,UH29,UH29,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row161,"149 | Ulucak Höyük | UH29 | L126, 157, 215.12, 214.96, KZR | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh3,,,UH3,UH3,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row142,"130 | Ulucak Höyük | UH3 | Ulucak 13, VI | 7000-6500 BCE | N/A | N/A",final,,Ulucak Höyük,,,,7000-6500 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh30,,,UH30,UH30,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row162,"150 | Ulucak Höyük | UH30 | L126, 125, 215.36, 215.15, KKL | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh33,,,UH33,UH33,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row163,"151 | Ulucak Höyük | UH33 | L126, 157, 215.12, 215.07, KYZ | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh35,,,UH35,UH35,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row164,"152 | Ulucak Höyük | UH35 | L12, atc, Birim 146, 215.04, 211.06, KPS | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
Ovis aries,sheep,PRJEB36540,prjeb36540:uh38,,,UH38,UH38,supplementary_table_sample_label_anchor,direct_table_extracted,data/adna/governance/source_library/papers/10.1038-s42003-021-02794-8/supplementary/42003_2021_2794_MOESM4_ESM.zip#Supplementary_Data_1.xlsx,Sheet1!row165,"153 | Ulucak Höyük | UH38 | L12C, 94, 215.02, 215.00, LDV | 6500-6000 BCE | N/A | N/A",final,,Ulucak Höyük,,,,6500-6000 BCE
