locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
Langdyssegård (Zealand),homo_sapiens:aadr:denmark:langdysseg-rd-zealand:55-7753413-11-9103938,atlas_exploration,downgraded,0.3473,0.4858,0.5,0.3467,0.6788,0.195,1,1,11,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 11 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6788 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Strøby (Avlebjerg),homo_sapiens:aadr:denmark:str-by-avlebjerg:55-38332-12-28199,atlas_exploration,downgraded,0.3465,0.5692,0.5,0.3467,0.5075,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.5075 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Varpelev (Zealand),homo_sapiens:aadr:denmark:varpelev-zealand:55-3557203-12-2779621,atlas_exploration,downgraded,0.3461,0.5692,0.5,0.3467,0.5062,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.5062 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Arnestad lille (25/1) (Nor South, Hedmark, Åmot)",homo_sapiens:aadr:norway:arnestad-lille-25-1-nor-south-hedmark-mot:61-15-11-34,atlas_exploration,downgraded,0.3459,0.4858,1.0,0.3467,0.6464,0.285,1,1,8,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.6464 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
"Gammelbyn Börstil (Uppsala län, Östhammar)",homo_sapiens:aadr:sweden:gammelbyn-b-rstil-uppsala-l-n-sthammar:60-24-18-34,atlas_exploration,downgraded,0.3458,0.4858,1.0,0.3467,0.6461,0.285,1,1,8,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 1 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.6461 | missingness penalty=0.2850; ranking status=downgraded | recommendation posture=exploratory_only"
Stengade I (Langeland Region),homo_sapiens:aadr:denmark:stengade-i-langeland-region:54-96-10-83,atlas_exploration,downgraded,0.3449,0.4858,0.5,0.3467,0.6719,0.195,1,1,15,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 15 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6719 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Borre_Enge (Moen),homo_sapiens:aadr:denmark:borre-enge-moen:55-019-12-43,atlas_exploration,downgraded,0.3408,0.4858,0.5,0.3467,0.6602,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6602 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Skovgårde (Zealand/ Bårse),homo_sapiens:aadr:denmark:skovg-rde-zealand-b-rse:55-07927-11-95793,atlas_exploration,downgraded,0.3399,0.7358,0.5,0.3467,0.3219,0.165,4,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 4 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.7358; chronology=0.5000; species=0.3467; context=0.3219 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Engeldrup Bro, Melby Sb 19 (Funen)",homo_sapiens:aadr:denmark:engeldrup-bro-melby-sb-19-funen:55-540758-10-229205,atlas_exploration,downgraded,0.3392,0.4858,0.5,0.3467,0.6556,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6556 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vester Egesborg (Zealand),homo_sapiens:aadr:denmark:vester-egesborg-zealand:55-155344-11-8190732,atlas_exploration,downgraded,0.3357,0.5692,0.5,0.3467,0.4766,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4766 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Vik, Klepp (Western Norway/ Rogaland)",homo_sapiens:aadr:norway:vik-klepp-western-norway-rogaland:58-712198-5-525827,atlas_exploration,downgraded,0.3329,0.6525,0.5,0.3467,0.3852,0.165,3,1,2,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 3 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 2 context layers shape the support surface | score families: evidence=0.6525; chronology=0.5000; species=0.3467; context=0.3852 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Falshöj (Nordjylland, Mariagerfjord)",homo_sapiens:aadr:denmark:falsh-j-nordjylland-mariagerfjord:56-676-10-034,atlas_exploration,downgraded,0.3321,0.4858,0.5,0.3467,0.6353,0.195,1,1,7,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6353 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Ertebølle (Jutland Region),homo_sapiens:aadr:denmark:erteb-lle-jutland-region:56-812-9-179,atlas_exploration,downgraded,0.332,0.5692,0.5,0.3467,0.4661,0.165,2,1,4,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4661 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Næstved Mark (Zealand),homo_sapiens:aadr:denmark:n-stved-mark-zealand:55-22959-11-77806,atlas_exploration,downgraded,0.3305,0.5692,0.5,0.3467,0.4618,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4618 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Vilsted Sogn IX (Jutland),homo_sapiens:aadr:denmark:vilsted-sogn-ix-jutland:56-901-9-283,atlas_exploration,downgraded,0.33,0.4858,0.5,0.3467,0.6295,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6295 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Gammel Hasseris Grusgrav (Jutland),homo_sapiens:aadr:denmark:gammel-hasseris-grusgrav-jutland:57-0231892-9-87185192,atlas_exploration,downgraded,0.3298,0.4858,0.5,0.3467,0.6288,0.195,1,1,7,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6288 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Aastofte (Zealand),homo_sapiens:aadr:denmark:aastofte-zealand:55-8221309-11-5200672,atlas_exploration,downgraded,0.3294,0.4858,0.5,0.3467,0.6278,0.195,1,1,7,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6278 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Hyllebjerg X (Jutland),homo_sapiens:aadr:denmark:hyllebjerg-x-jutland:56-822-9-28,atlas_exploration,downgraded,0.3286,0.4858,0.5,0.3467,0.6255,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6255 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Lejrhøje (Jutland),homo_sapiens:aadr:denmark:lejrh-je-jutland:57-0767-9-2878,atlas_exploration,downgraded,0.3267,0.5692,0.5,0.3467,0.451,0.165,2,1,4,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4510 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Læbrogård (Zealand),homo_sapiens:aadr:denmark:l-brog-rd-zealand:55-3503662-12-1533117,atlas_exploration,downgraded,0.3265,0.4858,0.5,0.3467,0.6195,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6195 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Lekkende (Zealand),homo_sapiens:aadr:denmark:lekkende-zealand:55-0657215-12-0131568,atlas_exploration,downgraded,0.3256,0.4858,0.5,0.3467,0.6168,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6168 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Orehoved Sejlrende (Falster Region),homo_sapiens:aadr:denmark:orehoved-sejlrende-falster-region:54-96-11-85,atlas_exploration,downgraded,0.3254,0.5692,0.5,0.3467,0.4473,0.165,2,1,5,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4473 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Scheelsminde (Jutland/ Aalborg),homo_sapiens:aadr:denmark:scheelsminde-jutland-aalborg:57-019085-9-909451,atlas_exploration,downgraded,0.3244,0.4858,0.5,0.3467,0.6134,0.195,1,1,7,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6134 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Porsmose (Zealand Region),homo_sapiens:aadr:denmark:porsmose-zealand-region:55-276-11-875,atlas_exploration,downgraded,0.3227,0.4858,0.5,0.3467,0.6085,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.6085 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Borritshoved (Zealand/ Broskov),homo_sapiens:aadr:denmark:borritshoved-zealand-broskov:55-2298632-12-1375367,atlas_exploration,downgraded,0.3205,0.5692,0.5,0.3467,0.4333,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4333 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Barup Sandgrav (Zealand),homo_sapiens:aadr:denmark:barup-sandgrav-zealand:55-3119-12-242,atlas_exploration,downgraded,0.319,0.4858,0.5,0.3467,0.5981,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5981 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Mærkebækgård Syd (Zealand),homo_sapiens:aadr:denmark:m-rkeb-kg-rd-syd-zealand:55-803288-12-004319,atlas_exploration,downgraded,0.3189,0.4858,0.5,0.3467,0.5978,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5978 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Ladby (Funen Region),homo_sapiens:aadr:denmark:ladby-funen-region:55-43-10-61,atlas_exploration,downgraded,0.3183,0.5692,0.5,0.3467,0.4269,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4269 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Eksercérpladsen (Zealand/ Bårse),homo_sapiens:aadr:denmark:ekserc-rpladsen-zealand-b-rse:55-0340277-11-9935473,atlas_exploration,downgraded,0.317,0.4858,0.5,0.3467,0.5922,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5922 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Tollestrup_Mose (Jutland),homo_sapiens:aadr:denmark:tollestrup-mose-jutland:57-3461-10-037,atlas_exploration,downgraded,0.3165,0.6525,1.0,0.3467,0.31,0.255,3,1,2,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 3 direct ancient-DNA samples support 1 species at this locality anchor | 2 nearby context points across 1 context layers shape the support surface | score families: evidence=0.6525; chronology=1.0000; species=0.3467; context=0.3100 | missingness penalty=0.2550; ranking status=downgraded | recommendation posture=exploratory_only"
"Hamar nor (Nor South, Innlandet, Hedmark)",homo_sapiens:aadr:norway:hamar-nor-nor-south-innlandet-hedmark:60-8-11-1,atlas_exploration,downgraded,0.3158,0.4858,0.5,0.3467,0.589,0.195,1,1,4,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5890 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sebber skole,homo_sapiens:aadr:denmark:sebber-skole:56-97-9-552,atlas_exploration,downgraded,0.3158,0.4858,0.5,0.3467,0.589,0.195,1,1,4,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5890 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Tybrind Vig (Funen Region),homo_sapiens:aadr:denmark:tybrind-vig-funen-region:55-395-9-826,atlas_exploration,downgraded,0.3155,0.4858,0.5,0.3467,0.5881,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5881 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Næs (Falster Region),homo_sapiens:aadr:denmark:n-s-falster-region:54-87-12-116,atlas_exploration,downgraded,0.3142,0.4858,0.5,0.3467,0.5844,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5844 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Bjørnsholm (Jutland Region),homo_sapiens:aadr:denmark:bj-rnsholm-jutland-region:56-874-9-215,atlas_exploration,downgraded,0.3115,0.4858,0.5,0.3467,0.5766,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5766 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Græsbjerg (Zealand/ Bårse),homo_sapiens:aadr:denmark:gr-sbjerg-zealand-b-rse:55-0124163-11-955867,atlas_exploration,downgraded,0.3109,0.4858,0.5,0.3467,0.575,0.195,1,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5750 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Hemmeshøj (Zealand),homo_sapiens:aadr:denmark:hemmesh-j-zealand:55-3457112-11-2909501,atlas_exploration,downgraded,0.3106,0.5692,0.5,0.3467,0.4048,0.165,2,1,3,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4048 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
"Gjerrild Cist (Eastern Jutland, Djursland)",homo_sapiens:aadr:denmark:gjerrild-cist-eastern-jutland-djursland:56-5-10-82,atlas_exploration,downgraded,0.3103,0.5692,0.5,0.3467,0.4039,0.165,2,1,5,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.4039 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Smidie (Jutland/ Hellum),homo_sapiens:aadr:denmark:smidie-jutland-hellum:56-8612268-10-1386401,atlas_exploration,downgraded,0.3057,0.4858,0.5,0.3467,0.5601,0.195,1,1,5,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5601 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Grøfte (Zealand Region),homo_sapiens:aadr:denmark:gr-fte-zealand-region:55-404-11-497,atlas_exploration,downgraded,0.3044,0.4858,0.5,0.3467,0.5563,0.195,1,1,4,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 2 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.5563 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Lundby-Falster (Falster Region),homo_sapiens:aadr:denmark:lundby-falster-falster-region:54-865-11-841,atlas_exploration,downgraded,0.303,0.5692,0.5,0.3467,0.3832,0.165,2,1,3,1,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 3 nearby context points across 1 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.3832 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
