feature_id,evidence_row_id,site_record_id,species_latin_name,species_common_name,animal_scope,support_class,locality,political_entity,latitude,longitude,coordinate_basis,coordinate_confidence,sample_count,sample_record_ids,source_native_taxon_labels,source_native_tax_ids,source_native_scientific_names,taxon_alignment_statuses,project_accessions,paper_doi,supplementary_sources,time_label,nordic_inclusion
animal-atlas-feature:equus-caballus-locality-prjeb44430-monostoynuga-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-monostoynuga-mongolia,equus_caballus:locality:prjeb44430:monostoynuga:mongolia,Equus caballus,horse,domesticated_core,accepted,Monostoy-Nuga,Mongolia,49.553253,103.277861,supplementary_table_coordinates,exact,4,equus_caballus:sample:prjeb44430:samea9533319;equus_caballus:sample:prjeb44430:samea9533320;equus_caballus:sample:prjeb44430:samea9533321;equus_caballus:sample:prjeb44430:samea9533322,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2725-3050 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-morinmort-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-morinmort-mongolia,equus_caballus:locality:prjeb44430:morinmort:mongolia,Equus caballus,horse,domesticated_core,accepted,Morin Mort,Mongolia,46.94125,98.595817,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533313,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2815 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-nandrupeteracurat-romania,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-nandrupeteracurat-romania,equus_caballus:locality:prjeb44430:nandrupeteracurat:romania,Equus caballus,horse,wild_or_progenitor_context,accepted,Nandru Peștera Curată,Romania,45.807945,22.812173,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533390,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,36751 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-nikolskaya-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-nikolskaya-russia,equus_caballus:locality:prjeb44430:nikolskaya:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Nikolskaya,Russia,55.466667,59.45,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533380;equus_caballus:sample:prjeb44430:samea9533381;equus_caballus:sample:prjeb44430:samea9533382,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,23095-44950 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-nitrianskyhrdok-slovakia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-nitrianskyhrdok-slovakia,equus_caballus:locality:prjeb44430:nitrianskyhrdok:slovakia,Equus caballus,horse,domesticated_core,accepted,Nitriansky Hrádok,Slovakia,48.069502,18.200384,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533327,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3633 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-noviyekluchiiii-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-noviyekluchiiii-russia,equus_caballus:locality:prjeb44430:noviyekluchiiii:russia,Equus caballus,horse,domesticated_core,accepted,Noviye Kluchi III,Russia,53.338939,51.870031,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533303,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3794 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-novoilinovskiy2-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-novoilinovskiy2-kazakhstan,equus_caballus:locality:prjeb44430:novoilinovskiy2:kazakhstan,Equus caballus,horse,domesticated_core,accepted,Novoil’inovskiy 2,Kazakhstan,52.6401793,62.7610338,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533333;equus_caballus:sample:prjeb44430:samea9533334,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3782 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ouren-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ouren-russia,equus_caballus:locality:prjeb44430:ouren:russia,Equus caballus,horse,domesticated_core,accepted,Ouren,Russia,53.44725,48.942667,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533298;equus_caballus:sample:prjeb44430:samea9533299,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3735-3746 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-pershinskaya-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-pershinskaya-russia,equus_caballus:locality:prjeb44430:pershinskaya:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Pershinskaya,Russia,57.45,61.45,supplementary_table_coordinates,exact,6,equus_caballus:sample:prjeb44430:samea9533372;equus_caballus:sample:prjeb44430:samea9533373;equus_caballus:sample:prjeb44430:samea9533374;equus_caballus:sample:prjeb44430:samea9533375;equus_caballus:sample:prjeb44430:samea9533376;equus_caballus:sample:prjeb44430:samea9533377,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,15427-23963 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-pielgrzymowice6-poland,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-pielgrzymowice6-poland,equus_caballus:locality:prjeb44430:pielgrzymowice6:poland,Equus caballus,horse,domesticated_core,accepted,Pielgrzymowice 6,Poland,50.143,20.04672,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533350,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3482 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-potapovka-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-potapovka-russia,equus_caballus:locality:prjeb44430:potapovka:russia,Equus caballus,horse,domesticated_core,accepted,Potapovka,Russia,53.658,50.668444,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533222;equus_caballus:sample:prjeb44430:samea9533367,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3812-3833 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ridala-estonia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ridala-estonia,equus_caballus:locality:prjeb44430:ridala:estonia,Equus caballus,horse,domesticated_core,accepted,Ridala,Estonia,58.4552,23.0326,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533229;equus_caballus:sample:prjeb44430:samea9533365;equus_caballus:sample:prjeb44430:samea9533366,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2604-2650 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-sagzabad-iran,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sagzabad-iran,equus_caballus:locality:prjeb44430:sagzabad:iran,Equus caballus,horse,domesticated_core,accepted,Sagzabad,Iran,35.773,49.938,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533392,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3052 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-serpievskaya-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-serpievskaya-russia,equus_caballus:locality:prjeb44430:serpievskaya:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Serpievskaya,Russia,54.833333,57.883333,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533383,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,19719 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-shilikty5-kazakhstan,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-shilikty5-kazakhstan,equus_caballus:locality:prjeb44430:shilikty5:kazakhstan,Equus caballus,horse,domesticated_core,accepted,Shilikty 5,Kazakhstan,47.237169,84.542033,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533290,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2243 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-sigarra-spain,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sigarra-spain,equus_caballus:locality:prjeb44430:sigarra:spain,Equus caballus,horse,domesticated_core,accepted,Sigarra,Spain,41.7075,1.54222,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533407,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2267 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-sintashta-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-sintashta-russia,equus_caballus:locality:prjeb44430:sintashta:russia,Equus caballus,horse,domesticated_core,accepted,Sintashta,Russia,52.486359,60.187925,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533325;equus_caballus:sample:prjeb44430:samea9533326,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3806-3815 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-tarquinia-italy,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tarquinia-italy,equus_caballus:locality:prjeb44430:tarquinia:italy,Equus caballus,horse,domesticated_core,accepted,Tarquinia,Italy,42.249167,11.756111,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533402,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2607 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-tatsynereg-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tatsynereg-mongolia,equus_caballus:locality:prjeb44430:tatsynereg:mongolia,Equus caballus,horse,domesticated_core,accepted,Tatsyn Ereg,Mongolia,47.750843,101.369458,supplementary_table_coordinates,exact,4,equus_caballus:sample:prjeb44430:samea9533251;equus_caballus:sample:prjeb44430:samea9533252;equus_caballus:sample:prjeb44430:samea9533253;equus_caballus:sample:prjeb44430:samea9533254,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2963-3007 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-tepehasanlu-iran,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tepehasanlu-iran,equus_caballus:locality:prjeb44430:tepehasanlu:iran,Equus caballus,horse,domesticated_core,accepted,Tepe Hasanlu,Iran,37.004486,45.458817,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533260;equus_caballus:sample:prjeb44430:samea9533263;equus_caballus:sample:prjeb44430:samea9533266,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2718 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-titn-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-titn-czechrepublic,equus_caballus:locality:prjeb44430:titn:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Tištín,Czech Republic,49.313,17.15314,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533355,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3199 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-touehradiko-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-touehradiko-czechrepublic,equus_caballus:locality:prjeb44430:touehradiko:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Toušeň – Hradišťko,Czech Republic,50.16813,14.72267,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533360,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3795 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-tuchomice-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tuchomice-czechrepublic,equus_caballus:locality:prjeb44430:tuchomice:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Tuchoměřice,Czech Republic,50.13493,14.28531,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533356,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3060 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-tuchomiceknvka-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-tuchomiceknvka-czechrepublic,equus_caballus:locality:prjeb44430:tuchomiceknvka:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Tuchoměřice – Kněžívka,Czech Republic,50.12523,14.26973,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533357,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3260 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ulaantolgoi-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ulaantolgoi-mongolia,equus_caballus:locality:prjeb44430:ulaantolgoi:mongolia,Equus caballus,horse,domesticated_core,accepted,Ulaan Tolgoi,Mongolia,49.931778,99.804167,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533305,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2892 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ullu-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ullu-russia,equus_caballus:locality:prjeb44430:ullu:russia,Equus caballus,horse,domesticated_core,accepted,Ullu,Russia,43.79028,42.7278,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533211,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2821 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-ushgiinuvur-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-ushgiinuvur-mongolia,equus_caballus:locality:prjeb44430:ushgiinuvur:mongolia,Equus caballus,horse,domesticated_core,accepted,Ushgiin Uvur,Mongolia,49.655567,99.9271,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533434,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2725 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-utevkavi-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-utevkavi-russia,equus_caballus:locality:prjeb44430:utevkavi:russia,Equus caballus,horse,domesticated_core,accepted,Utevka VI,Russia,52.918694,50.962611,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533368;equus_caballus:sample:prjeb44430:samea9533369;equus_caballus:sample:prjeb44430:samea9533370,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3739-3801 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-uvarovkaii-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-uvarovkaii-russia,equus_caballus:locality:prjeb44430:uvarovkaii:russia,Equus caballus,horse,domesticated_core,accepted,Uvarovka II,Russia,53.116583,48.351833,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533371,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3801 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-verkhnegubakhinskaya-russia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-verkhnegubakhinskaya-russia,equus_caballus:locality:prjeb44430:verkhnegubakhinskaya:russia,Equus caballus,horse,wild_or_progenitor_context,accepted,Verkhnegubakhinskaya,Russia,58.883333,57.633333,supplementary_table_coordinates,exact,2,equus_caballus:sample:prjeb44430:samea9533378;equus_caballus:sample:prjeb44430:samea9533379,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,23370-32142 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-vlinves-czechrepublic,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-vlinves-czechrepublic,equus_caballus:locality:prjeb44430:vlinves:czechrepublic,Equus caballus,horse,domesticated_core,accepted,Vliněves,Czech Republic,50.36361,14.44931,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533358,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2574 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-zeerdegchingiinkhoshuu-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-zeerdegchingiinkhoshuu-mongolia,equus_caballus:locality:prjeb44430:zeerdegchingiinkhoshuu:mongolia,Equus caballus,horse,domesticated_core,accepted,Zeerdegchingiin Khoshuu,Mongolia,51.421361,99.364611,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533308,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3086 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-zuniigol-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-zuniigol-mongolia,equus_caballus:locality:prjeb44430:zuniigol:mongolia,Equus caballus,horse,domesticated_core,accepted,Zunii Gol,Mongolia,49.309444,99.849722,supplementary_table_coordinates,exact,3,equus_caballus:sample:prjeb44430:samea9533309;equus_caballus:sample:prjeb44430:samea9533310;equus_caballus:sample:prjeb44430:samea9533311,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2889-3095 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-zuunkhangai1-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-zuunkhangai1-mongolia,equus_caballus:locality:prjeb44430:zuunkhangai1:mongolia,Equus caballus,horse,domesticated_core,accepted,Zuunkhangai 1,Mongolia,49.325583,95.442278,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533307,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,3066 BP,false
animal-atlas-feature:equus-caballus-locality-prjeb44430-zuunkhangai257-mongolia,animal-atlas-row:equus-caballus-prjeb44430-equus-caballus-locality-prjeb44430-zuunkhangai257-mongolia,equus_caballus:locality:prjeb44430:zuunkhangai257:mongolia,Equus caballus,horse,domesticated_core,accepted,Zuunkhangai 257,Mongolia,49.325583,95.442278,supplementary_table_coordinates,exact,1,equus_caballus:sample:prjeb44430:samea9533312,,,,not_reported,PRJEB44430,10.1038/s41586-021-04018-9,,2960 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-aklhyk-turkey,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-aklhyk-turkey,felis_catus:locality:prjeb81815:aklhyk:turkey,Felis catus,cat,wild_or_progenitor_context,accepted,Aşıklı Höyük,Turkey,38.35,34.23,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246517,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,9559-9899 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-albafucenscisternafucinoabruzzi-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-albafucenscisternafucinoabruzzi-italy,felis_catus:locality:prjeb81815:albafucenscisternafucinoabruzzi:italy,Felis catus,cat,domesticated_core,accepted,"Alba Fucens -Cisterna (Fucino, Abruzzi)",Italy,42.08,13.41,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246516,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,1610-1740 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-arenecandidefinaleliguresavonaliguria-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-arenecandidefinaleliguresavonaliguria-italy,felis_catus:locality:prjeb81815:arenecandidefinaleliguresavonaliguria:italy,Felis catus,cat,wild_or_progenitor_context,accepted,"Arene Candide (Finale Ligure, Savona, Liguria)",Italy,44.16,8.33,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246515,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,10-11 ka (Epigravettian),false
animal-atlas-feature:felis-catus-locality-prjeb81815-bademaac-turkey,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-bademaac-turkey,felis_catus:locality:prjeb81815:bademaac:turkey,Felis catus,cat,wild_or_progenitor_context,accepted,Bademağacı,Turkey,37.21,30.47,supplementary_table_coordinates,exact,2,felis_catus:sample:prjeb81815:samea120246518;felis_catus:sample:prjeb81815:samea120246519,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,8039-8379 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-bankofportugal-portugal,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-bankofportugal-portugal,felis_catus:locality:prjeb81815:bankofportugal:portugal,Felis catus,cat,domesticated_core,accepted,Bank of Portugal,Portugal,38.71,-9.14,supplementary_table_coordinates,exact,3,felis_catus:sample:prjeb81815:samea120246522;felis_catus:sample:prjeb81815:samea120246523;felis_catus:sample:prjeb81815:samea120246524,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,910-1060 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-bremen201altstadtmarktplatz-germany,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-bremen201altstadtmarktplatz-germany,felis_catus:locality:prjeb81815:bremen201altstadtmarktplatz:germany,Felis catus,cat,domesticated_core,accepted,"Bremen; 201-Altstadt, Marktplatz",Germany,53.1,8.83,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246525,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,320-510 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-bremen253altstadtamwall-germany,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-bremen253altstadtamwall-germany,felis_catus:locality:prjeb81815:bremen253altstadtamwall:germany,Felis catus,cat,domesticated_core,accepted,"Bremen; 253-Altstadt, Am Wall",Germany,53.1,8.83,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246526,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,16th,false
animal-atlas-feature:felis-catus-locality-prjeb81815-castiglioneinsabina-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-castiglioneinsabina-italy,felis_catus:locality:prjeb81815:castiglioneinsabina:italy,Felis catus,cat,domesticated_core,accepted,Castiglione in Sabina,Italy,42.11,12.78,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246529,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,11-12th c AD,false
animal-atlas-feature:felis-catus-locality-prjeb81815-covadeelstrocshuesca-spain,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-covadeelstrocshuesca-spain,felis_catus:locality:prjeb81815:covadeelstrocshuesca:spain,Felis catus,cat,wild_or_progenitor_context,accepted,"Cova de Els Trocs, Huesca",Spain,42.47,0.53,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246531,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,6989-7249 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-demircihyk-turkey,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-demircihyk-turkey,felis_catus:locality:prjeb81815:demircihyk:turkey,Felis catus,cat,domesticated_core,accepted,Demircihüyük,Turkey,40.17,29.98,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246533,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,550-650 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-durankulak-bulgaria,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-durankulak-bulgaria,felis_catus:locality:prjeb81815:durankulak:bulgaria,Felis catus,cat,wild_or_progenitor_context,accepted,Durankulak,Bulgaria,43.7,28.54,supplementary_table_coordinates,exact,4,felis_catus:sample:prjeb81815:samea120246536;felis_catus:sample:prjeb81815:samea120246537;felis_catus:sample:prjeb81815:samea120246538;felis_catus:sample:prjeb81815:samea120246539,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,6049-6399 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-genonisantuantinesardinia-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-genonisantuantinesardinia-italy,felis_catus:locality:prjeb81815:genonisantuantinesardinia:italy,Felis catus,cat,wild_or_progenitor_context,accepted,"Genoni Santu Antine, Sardinia",Italy,39.8,9.0,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246544,Felis silvestris lybica (tax_id 61377),61377,Felis silvestris lybica,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,1999-2289 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-graffignanoviterbolatium-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-graffignanoviterbolatium-italy,felis_catus:locality:prjeb81815:graffignanoviterbolatium:italy,Felis catus,cat,domesticated_core,accepted,"Graffignano (Viterbo, Latium)",Italy,42.57,12.2,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246543,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,Late 15th-Early 16th cent AD,false
animal-atlas-feature:felis-catus-locality-prjeb81815-grottadelcoccinarniumbria-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-grottadelcoccinarniumbria-italy,felis_catus:locality:prjeb81815:grottadelcoccinarniumbria:italy,Felis catus,cat,wild_or_progenitor_context,accepted,"Grotta del Cocci (Narni, Umbria)",Italy,42.52,12.52,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246532,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,PRJEB81815,10.1126/science.adt2642,,7159-7319 BP,false
animal-atlas-feature:felis-catus-locality-prjeb81815-iznikromantheatre-turkey,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-iznikromantheatre-turkey,felis_catus:locality:prjeb81815:iznikromantheatre:turkey,Felis catus,cat,domesticated_core,accepted,Iznik - Roman theatre,Turkey,40.42,29.72,supplementary_table_coordinates,exact,1,felis_catus:sample:prjeb81815:samea120246548,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,PRJEB81815,10.1126/science.adt2642,,1300-1375 BP,false
