site_id,site_name,country,latitude,longitude,source_url,discovery_readiness,chronology_resolved,chronology_interval_count,chronology_record_count,chronology_kind_count,chronology_kinds,bibliography_count,dataset_count,sample_group_count,physical_sample_count,analysis_entity_count,raa_density_context_count,raa_context_role,current_activity_status,discovery_rank
201,Bothnia line JP 32F,Sweden,63.2808333337,18.5636111111,https://browser.sead.se/site/201,bibliography_ready,False,0,0,0,[],1,2,1,31,62,1672,coarse_spatial_context_only,not_captured_by_repository_sources,1014
188,Bothnia line JP 32G,Sweden,63.2819444448,18.576666667,https://browser.sead.se/site/188,bibliography_ready,False,0,0,0,[],1,2,1,21,42,1672,coarse_spatial_context_only,not_captured_by_repository_sources,1015
180,Bothnia line JP 32H,Sweden,63.2588888889,18.5405555552,https://browser.sead.se/site/180,bibliography_ready,False,0,0,0,[],1,2,1,33,66,1672,coarse_spatial_context_only,not_captured_by_repository_sources,1016
130,Bothnia line JP 62A/62:17,Sweden,63.4769444448,19.2874999997,https://browser.sead.se/site/130,bibliography_ready,False,0,0,0,[],1,2,1,52,104,954,coarse_spatial_context_only,not_captured_by_repository_sources,1017
110,Bothnia line JP 71A1/71:31,Sweden,63.5802777781,19.5355555552,https://browser.sead.se/site/110,bibliography_ready,False,0,0,0,[],1,2,1,70,140,954,coarse_spatial_context_only,not_captured_by_repository_sources,1018
137,Bothnia line JP 71A2/71:29,Sweden,63.5847222219,19.5422222219,https://browser.sead.se/site/137,bibliography_ready,False,0,0,0,[],1,2,1,59,118,954,coarse_spatial_context_only,not_captured_by_repository_sources,1019
191,Bothnia line JP 71B,Sweden,63.5849999997,19.5822222226,https://browser.sead.se/site/191,bibliography_ready,False,0,0,0,[],1,2,1,12,24,954,coarse_spatial_context_only,not_captured_by_repository_sources,1020
176,Bothnia line JP 71C1/71:24,Sweden,63.5844444441,19.5839944,https://browser.sead.se/site/176,bibliography_ready,False,0,0,0,[],1,2,1,41,82,954,coarse_spatial_context_only,not_captured_by_repository_sources,1021
98,Bothnia line JP 71D/71:17,Sweden,63.5847222219,19.6075,https://browser.sead.se/site/98,bibliography_ready,False,0,0,0,[],1,2,1,98,196,954,coarse_spatial_context_only,not_captured_by_repository_sources,1022
86,Bothnia line JP 71E/71:14,Sweden,63.5797222226,19.6761111114,https://browser.sead.se/site/86,bibliography_ready,False,0,0,0,[],1,2,1,80,160,954,coarse_spatial_context_only,not_captured_by_repository_sources,1023
139,Bothnia line JP 71F1,Sweden,63.586175,19.7208,https://browser.sead.se/site/139,bibliography_ready,False,0,0,0,[],1,2,1,21,42,954,coarse_spatial_context_only,not_captured_by_repository_sources,1024
179,Bothnia line JP 71F2/71:12,Sweden,63.5863888886,19.719166667,https://browser.sead.se/site/179,bibliography_ready,False,0,0,0,[],1,2,1,49,98,954,coarse_spatial_context_only,not_captured_by_repository_sources,1025
147,Bothnia line JP 71G/71:1,Sweden,63.6086111111,19.8300000003,https://browser.sead.se/site/147,bibliography_ready,False,0,0,0,[],1,2,1,27,54,954,coarse_spatial_context_only,not_captured_by_repository_sources,1026
142,Bothnia line JP 72A/72:1,Sweden,63.6877777774,20.0497222222,https://browser.sead.se/site/142,bibliography_ready,False,0,0,0,[],1,2,1,54,107,663,coarse_spatial_context_only,not_captured_by_repository_sources,1027
95,Bothnia line JP 72B/73:26,Sweden,63.6916666663,20.0605555556,https://browser.sead.se/site/95,bibliography_ready,False,0,0,0,[],1,2,1,31,62,663,coarse_spatial_context_only,not_captured_by_repository_sources,1028
114,Bothnia line JP 72C/72:2,Sweden,63.6852777774,20.0433333333,https://browser.sead.se/site/114,bibliography_ready,False,0,0,0,[],1,2,1,18,36,663,coarse_spatial_context_only,not_captured_by_repository_sources,1029
203,Bothnia line JP 72E,Sweden,63.6594167,19.9786472,https://browser.sead.se/site/203,bibliography_ready,False,0,0,0,[],1,2,1,12,24,954,coarse_spatial_context_only,not_captured_by_repository_sources,1030
208,Bothnia line JP 72G2,Sweden,63.6308333337,19.9013888889,https://browser.sead.se/site/208,bibliography_ready,False,0,0,0,[],1,2,1,8,16,954,coarse_spatial_context_only,not_captured_by_repository_sources,1031
171,Bothnia line JP 72H,Sweden,63.6319444448,19.8888888886,https://browser.sead.se/site/171,bibliography_ready,False,0,0,0,[],1,2,1,24,48,954,coarse_spatial_context_only,not_captured_by_repository_sources,1032
183,Bothnia line JP 72I,Sweden,63.6255555559,19.879166667,https://browser.sead.se/site/183,bibliography_ready,False,0,0,0,[],1,2,1,8,16,954,coarse_spatial_context_only,not_captured_by_repository_sources,1033
225,Bothnia line JP 72J,Sweden,63.6169444448,19.8558333333,https://browser.sead.se/site/225,bibliography_ready,False,0,0,0,[],1,2,1,2,4,954,coarse_spatial_context_only,not_captured_by_repository_sources,1034
199,Bothnia line JP 73A,Sweden,63.6944444441,20.0708333334,https://browser.sead.se/site/199,bibliography_ready,False,0,0,0,[],1,2,1,16,32,663,coarse_spatial_context_only,not_captured_by_repository_sources,1035
164,Bothnia line JP 73B,Sweden,63.7027777778,20.0872222222,https://browser.sead.se/site/164,bibliography_ready,False,0,0,0,[],1,2,1,17,34,663,coarse_spatial_context_only,not_captured_by_repository_sources,1036
226,Bothnia line JP 73C,Sweden,63.7144444444,20.1305555559,https://browser.sead.se/site/226,bibliography_ready,False,0,0,0,[],1,2,1,11,22,663,coarse_spatial_context_only,not_captured_by_repository_sources,1037
134,Bothnia line JP 73D,Sweden,63.7177777781,20.1419444441,https://browser.sead.se/site/134,bibliography_ready,False,0,0,0,[],1,2,1,60,120,663,coarse_spatial_context_only,not_captured_by_repository_sources,1038
220,Bothnia line JP 73F,Sweden,63.7230555559,20.1927777774,https://browser.sead.se/site/220,bibliography_ready,False,0,0,0,[],1,2,1,18,36,663,coarse_spatial_context_only,not_captured_by_repository_sources,1039
193,Bothnia line JP 73G,Sweden,63.7231278,20.1977083,https://browser.sead.se/site/193,bibliography_ready,False,0,0,0,[],1,2,1,8,16,663,coarse_spatial_context_only,not_captured_by_repository_sources,1040
221,Bothnia line JP 73H,Sweden,63.7247222226,20.2138888889,https://browser.sead.se/site/221,bibliography_ready,False,0,0,0,[],1,2,1,3,6,663,coarse_spatial_context_only,not_captured_by_repository_sources,1041
219,Bothnia line JP 73J,Sweden,63.7322222226,20.2399999997,https://browser.sead.se/site/219,bibliography_ready,False,0,0,0,[],1,2,1,5,10,663,coarse_spatial_context_only,not_captured_by_repository_sources,1042
238,Bothnia line JP 73K,Sweden,63.7352777774,20.2452777774,https://browser.sead.se/site/238,bibliography_ready,False,0,0,0,[],1,2,1,12,24,663,coarse_spatial_context_only,not_captured_by_repository_sources,1043
168,Bothnia line JP 73L,Sweden,63.738333333,20.248333333,https://browser.sead.se/site/168,bibliography_ready,False,0,0,0,[],1,2,1,24,48,663,coarse_spatial_context_only,not_captured_by_repository_sources,1044
113,Bothnia line JP 75A/75:7,Sweden,63.8622222222,20.2344444441,https://browser.sead.se/site/113,bibliography_ready,False,0,0,0,[],1,2,1,26,52,663,coarse_spatial_context_only,not_captured_by_repository_sources,1045
197,Bothnia line JP 75B1,Sweden,63.8544444444,20.1566666667,https://browser.sead.se/site/197,bibliography_ready,False,0,0,0,[],1,2,1,20,40,663,coarse_spatial_context_only,not_captured_by_repository_sources,1046
81,Bothnia line JP 75B2,Sweden,63.8547222222,20.1469444441,https://browser.sead.se/site/81,bibliography_ready,False,0,0,0,[],1,2,1,38,76,663,coarse_spatial_context_only,not_captured_by_repository_sources,1047
120,Bothnia line JP 75C1/75:2,Sweden,63.8694444448,20.1061111111,https://browser.sead.se/site/120,bibliography_ready,False,0,0,0,[],1,2,1,26,52,663,coarse_spatial_context_only,not_captured_by_repository_sources,1048
185,Bothnia line JP 75C2,Sweden,63.8663888889,20.1080555556,https://browser.sead.se/site/185,bibliography_ready,False,0,0,0,[],1,2,1,8,16,663,coarse_spatial_context_only,not_captured_by_repository_sources,1049
227,Bothnia line JP 75D/75:3,Sweden,63.8552777778,20.1311111114,https://browser.sead.se/site/227,bibliography_ready,False,0,0,0,[],1,2,1,12,24,663,coarse_spatial_context_only,not_captured_by_repository_sources,1050
251,Bothnia line JP 75E,Sweden,63.8608333333,20.121666667,https://browser.sead.se/site/251,bibliography_ready,False,0,0,0,[],1,2,1,4,8,663,coarse_spatial_context_only,not_captured_by_repository_sources,1051
317,Bro Raä 195:1,Sweden,58.4077861111,11.4299000003,https://browser.sead.se/site/317,bibliography_ready,False,0,0,0,[],1,2,1,3,3,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1052
252,Bureå Raä 11,Sweden,64.6183805559,21.2117388889,https://browser.sead.se/site/252,bibliography_ready,False,0,0,0,[],1,2,1,7,14,1413,coarse_spatial_context_only,not_captured_by_repository_sources,1053
61,Dammen Raä 195:1,Sweden,58.4077861111,11.4299000003,https://browser.sead.se/site/61,bibliography_ready,False,0,0,0,[],1,2,1,3,3,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1054
282,Forshälla Raä 360,Sweden,58.3163361111,11.8579027778,https://browser.sead.se/site/282,bibliography_ready,False,0,0,0,[],1,2,1,201,401,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1055
347,"Forskningsparken, Huddinge",Sweden,59.216666667,17.9382722219,https://browser.sead.se/site/347,bibliography_ready,False,0,0,0,[],1,2,1,5,7,27450,coarse_spatial_context_only,not_captured_by_repository_sources,1056
376,Foss 173,Sweden,58.4581361111,11.6554472222,https://browser.sead.se/site/376,bibliography_ready,False,0,0,0,[],1,2,1,5,10,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1057
364,"Gammelstad, Luleå",Sweden,65.6458888886,22.0269361111,https://browser.sead.se/site/364,bibliography_ready,False,0,0,0,[],1,2,1,2,2,654,coarse_spatial_context_only,not_captured_by_repository_sources,1058
196,Grundsunda Raä 121,Sweden,63.2552777778,19.0677777778,https://browser.sead.se/site/196,bibliography_ready,False,0,0,0,[],1,2,1,15,30,954,coarse_spatial_context_only,not_captured_by_repository_sources,1059
250,Gunnarskog Raä 595,Sweden,59.8048027778,12.5792750003,https://browser.sead.se/site/250,bibliography_ready,False,0,0,0,[],1,2,1,4,8,3762,coarse_spatial_context_only,not_captured_by_repository_sources,1060
205,Hedesunda Raä 113,Sweden,60.4911277774,16.9367388886,https://browser.sead.se/site/205,bibliography_ready,False,0,0,0,[],1,2,1,38,76,4239,coarse_spatial_context_only,not_captured_by_repository_sources,1061
17,Laholm Raä 205,Sweden,56.5197222226,13.0077777778,https://browser.sead.se/site/17,bibliography_ready,False,0,0,0,[],1,2,1,12,17,8912,coarse_spatial_context_only,not_captured_by_repository_sources,1062
272,Norrsunda Raä 185,Sweden,59.6030416667,17.9006972222,https://browser.sead.se/site/272,bibliography_ready,False,0,0,0,[],1,2,1,58,83,27450,coarse_spatial_context_only,not_captured_by_repository_sources,1063
22,Skrea Raä 191,Sweden,56.8759861114,12.626091667,https://browser.sead.se/site/22,bibliography_ready,False,0,0,0,[],1,2,1,2,2,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1064
9,Stafsinge Raä 120,Sweden,56.9218694448,12.4882222219,https://browser.sead.se/site/9,bibliography_ready,False,0,0,0,[],1,2,1,77,154,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1065
20,Stafsinge Raä 122,Sweden,56.9240694448,12.4817361114,https://browser.sead.se/site/20,bibliography_ready,False,0,0,0,[],1,2,1,41,82,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1066
18,Värö Raä 323,Sweden,57.2836111108,12.1686111114,https://browser.sead.se/site/18,bibliography_ready,False,0,0,0,[],1,2,1,4,6,8569,coarse_spatial_context_only,not_captured_by_repository_sources,1067
344,Västerhaninge Raä 479,Sweden,59.1262805559,18.1122972222,https://browser.sead.se/site/344,bibliography_ready,False,0,0,0,[],1,2,2,8,8,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1068
174,Våmb Raä 59,Sweden,58.3876444441,13.8043083333,https://browser.sead.se/site/174,bibliography_ready,False,0,0,0,[],1,2,1,15,30,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1069
90,Örby Raä 98,Sweden,57.4808833337,12.685775,https://browser.sead.se/site/90,bibliography_ready,False,0,0,0,[],1,2,1,228,456,8569,coarse_spatial_context_only,not_captured_by_repository_sources,1070
340,Österhaninge Raä 238,Sweden,59.1535472222,18.1315388892,https://browser.sead.se/site/340,bibliography_ready,False,0,0,0,[],1,2,1,5,6,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1071
213,"Alväng, Götlunda",Sweden,59.380325,15.6283583,https://browser.sead.se/site/213,bibliography_ready,False,0,0,0,[],1,1,1,4,4,3873,coarse_spatial_context_only,not_captured_by_repository_sources,1072
394,Arboga Raä 65,Sweden,59.4112555556,15.7701583337,https://browser.sead.se/site/394,bibliography_ready,False,0,0,0,[],1,1,1,2,2,3873,coarse_spatial_context_only,not_captured_by_repository_sources,1073
372,Björlanda 348,Sweden,57.7587,11.8384472219,https://browser.sead.se/site/372,bibliography_ready,False,0,0,0,[],1,1,1,1,1,5005,coarse_spatial_context_only,not_captured_by_repository_sources,1074
4775,Bollnäs,Sweden,61.349434,16.396141,https://browser.sead.se/site/4775,bibliography_ready,False,0,0,0,[],1,1,1,1,1,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1075
333,Enånger Raä 145,Sweden,61.5299138892,16.9779083337,https://browser.sead.se/site/333,bibliography_ready,False,0,0,0,[],1,1,1,16,16,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1076
319,Enånger Raä 146,Sweden,61.4907611108,16.9850916663,https://browser.sead.se/site/319,bibliography_ready,False,0,0,0,[],1,1,1,50,50,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1077
202,Falköping Raä 3,Sweden,58.1698194448,13.5780611114,https://browser.sead.se/site/202,bibliography_ready,False,0,0,0,[],1,1,1,4,4,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1078
64,Forshälla Raä 140,Sweden,58.3026027778,11.859825,https://browser.sead.se/site/64,bibliography_ready,False,0,0,0,[],1,1,1,7,5,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1079
393,Fresta 87:3,Sweden,59.4734972226,17.9924444441,https://browser.sead.se/site/393,bibliography_ready,False,0,0,0,[],1,1,1,1,1,27450,coarse_spatial_context_only,not_captured_by_repository_sources,1080
10,Getinge Raä 93,Sweden,56.8250000003,12.7105555556,https://browser.sead.se/site/10,bibliography_ready,False,0,0,0,[],1,1,1,5,5,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1081
254,Grundsunda Raä 30,Sweden,63.3916194,19.2470694,https://browser.sead.se/site/254,bibliography_ready,False,0,0,0,[],1,1,1,2,2,954,coarse_spatial_context_only,not_captured_by_repository_sources,1082
223,Gävle Raä 303,Sweden,60.5512444444,17.2585555556,https://browser.sead.se/site/223,bibliography_ready,False,0,0,0,[],1,1,1,6,6,5060,coarse_spatial_context_only,not_captured_by_repository_sources,1083
173,Göteborg Raä 66,Sweden,57.6833444441,12.0124444444,https://browser.sead.se/site/173,bibliography_ready,False,0,0,0,[],1,1,1,3,3,8569,coarse_spatial_context_only,not_captured_by_repository_sources,1084
15,Halmstad Raä 44,Sweden,56.6747222226,12.8575,https://browser.sead.se/site/15,bibliography_ready,False,0,0,0,[],1,1,1,1,1,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1085
373,Hedningsgärdet,Sweden,62.5760694448,12.567775,https://browser.sead.se/site/373,bibliography_ready,False,0,0,0,[],1,1,1,3,3,2243,coarse_spatial_context_only,not_captured_by_repository_sources,1086
71,Hogdal 444 + 445,Sweden,59.002375,11.2316055559,https://browser.sead.se/site/71,bibliography_ready,False,0,0,0,[],1,1,1,5,1,1520,coarse_spatial_context_only,not_captured_by_repository_sources,1087
65,Hålta Raä 130,Sweden,57.9128194444,11.8302222226,https://browser.sead.se/site/65,bibliography_ready,False,0,0,0,[],1,1,1,8,5,5005,coarse_spatial_context_only,not_captured_by_repository_sources,1088
356,Kolbäck Raä 355,Sweden,59.5608388889,16.2416111108,https://browser.sead.se/site/356,bibliography_ready,False,0,0,0,[],1,1,1,4,4,15126,coarse_spatial_context_only,not_captured_by_repository_sources,1089
291,Kosjärv,Sweden,65.9296833337,22.8561528,https://browser.sead.se/site/291,bibliography_ready,False,0,0,0,[],1,1,1,3,3,654,coarse_spatial_context_only,not_captured_by_repository_sources,1090
390,Lillberget,Sweden,66.4058944444,22.6675083337,https://browser.sead.se/site/390,bibliography_ready,False,0,0,0,[],1,1,1,2,2,1472,coarse_spatial_context_only,not_captured_by_repository_sources,1091
233,Månstad Raä 81,Sweden,57.5864805552,13.302275,https://browser.sead.se/site/233,bibliography_ready,False,0,0,0,[],1,1,1,1,1,8587,coarse_spatial_context_only,not_captured_by_repository_sources,1092
398,Njurunda 838,Sweden,62.287133333,17.3487027774,https://browser.sead.se/site/398,bibliography_ready,False,0,0,0,[],1,1,1,1,1,3577,coarse_spatial_context_only,not_captured_by_repository_sources,1093
380,Njurunda Raä 125,Sweden,62.2856694441,17.3668222226,https://browser.sead.se/site/380,bibliography_ready,False,0,0,0,[],1,1,1,1,1,3577,coarse_spatial_context_only,not_captured_by_repository_sources,1094
387,Odlaren 1:1,Sweden,59.3411666663,16.5846138886,https://browser.sead.se/site/387,bibliography_ready,False,0,0,0,[],1,1,1,2,2,15126,coarse_spatial_context_only,not_captured_by_repository_sources,1095
181,Ovansjö Raä 307,Sweden,60.5661138889,16.4898666663,https://browser.sead.se/site/181,bibliography_ready,False,0,0,0,[],1,1,1,40,40,4239,coarse_spatial_context_only,not_captured_by_repository_sources,1096
186,Prästsjödiket Umeå,Sweden,63.8449999997,20.1447222,https://browser.sead.se/site/186,bibliography_ready,False,0,0,0,[],1,1,1,23,23,663,coarse_spatial_context_only,not_captured_by_repository_sources,1097
184,Råda Raä 101,Sweden,58.4912472219,13.0980638889,https://browser.sead.se/site/184,bibliography_ready,False,0,0,0,[],1,1,1,4,4,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1098
370,Råneå 414,Sweden,65.9683472226,22.1054222222,https://browser.sead.se/site/370,bibliography_ready,False,0,0,0,[],1,1,1,1,1,654,coarse_spatial_context_only,not_captured_by_repository_sources,1099
369,Rönnby-Skultuna,Sweden,59.70141,16.49855,https://browser.sead.se/site/369,bibliography_ready,False,0,0,0,[],1,1,1,4,4,15126,coarse_spatial_context_only,not_captured_by_repository_sources,1100
381,Skederid 106,Sweden,59.6948527774,18.4733277781,https://browser.sead.se/site/381,bibliography_ready,False,0,0,0,[],1,1,1,4,4,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1101
67,Skee 1593:1,Sweden,58.9640361111,11.2347166663,https://browser.sead.se/site/67,bibliography_ready,False,0,0,0,[],1,1,1,24,12,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1102
19,Skrea Raä 77,Sweden,56.9025,12.5800000003,https://browser.sead.se/site/19,bibliography_ready,False,0,0,0,[],1,1,1,6,6,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1103
378,Solberg 1:15,Sweden,58.6117388889,11.454014,https://browser.sead.se/site/378,bibliography_ready,False,0,0,0,[],1,1,1,1,1,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1104
62,Stare 1:13,Sweden,58.9202277781,11.208675,https://browser.sead.se/site/62,bibliography_ready,False,0,0,0,[],1,1,1,3,3,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1105
229,Sävar Raä 56,Sweden,63.8986249997,20.5627861111,https://browser.sead.se/site/229,bibliography_ready,False,0,0,0,[],1,1,1,6,6,663,coarse_spatial_context_only,not_captured_by_repository_sources,1106
14,Söndrum Raä 100,Sweden,56.6758333337,12.8111111111,https://browser.sead.se/site/14,bibliography_ready,False,0,0,0,[],1,1,1,10,10,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1107
242,Torbjörntorp Raä 86,Sweden,58.2025583333,13.6334527774,https://browser.sead.se/site/242,bibliography_ready,False,0,0,0,[],1,1,1,2,2,10501,coarse_spatial_context_only,not_captured_by_repository_sources,1108
331,Torslanda 220,Sweden,57.7295583337,11.7836111108,https://browser.sead.se/site/331,bibliography_ready,False,0,0,0,[],1,1,1,5,5,5005,coarse_spatial_context_only,not_captured_by_repository_sources,1109
375,Tossene 446,Sweden,58.45,11.3671944448,https://browser.sead.se/site/375,bibliography_ready,False,0,0,0,[],1,1,1,2,2,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1110
400,Tynderö 27,Sweden,62.4459722219,17.648183333,https://browser.sead.se/site/400,bibliography_ready,False,0,0,0,[],1,1,1,1,1,3577,coarse_spatial_context_only,not_captured_by_repository_sources,1111
386,Tåme,Sweden,64.9952583,21.3126556,https://browser.sead.se/site/386,bibliography_ready,False,0,0,0,[],1,1,1,1,1,1413,coarse_spatial_context_only,not_captured_by_repository_sources,1112
161,Tölö Raä 173,Sweden,57.5002777778,12.0644444444,https://browser.sead.se/site/161,bibliography_ready,False,0,0,0,[],1,1,1,45,45,8569,coarse_spatial_context_only,not_captured_by_repository_sources,1113
192,Umeå socken Raä 318,Sweden,63.8461999997,20.1519388889,https://browser.sead.se/site/192,bibliography_ready,False,0,0,0,[],1,1,1,1,1,663,coarse_spatial_context_only,not_captured_by_repository_sources,1114
253,Umeå socken Raä 586,Sweden,63.8434999997,20.1777111114,https://browser.sead.se/site/253,bibliography_ready,False,0,0,0,[],1,1,1,1,1,663,coarse_spatial_context_only,not_captured_by_repository_sources,1115
248,Umeå socken Raä 590,Sweden,63.8448444441,20.1663,https://browser.sead.se/site/248,bibliography_ready,False,0,0,0,[],1,1,1,1,1,663,coarse_spatial_context_only,not_captured_by_repository_sources,1116
246,Valbo Raä 399,Sweden,60.5320944448,17.2695805559,https://browser.sead.se/site/246,bibliography_ready,False,0,0,0,[],1,1,1,6,6,5060,coarse_spatial_context_only,not_captured_by_repository_sources,1117
5,Vallda Raä 293,Sweden,57.4763888892,11.9980555552,https://browser.sead.se/site/5,bibliography_ready,False,0,0,0,[],1,1,1,2,2,5005,coarse_spatial_context_only,not_captured_by_repository_sources,1118
234,Viby Raä 225,Sweden,59.0361972222,14.8888249997,https://browser.sead.se/site/234,bibliography_ready,False,0,0,0,[],1,1,1,6,6,2617,coarse_spatial_context_only,not_captured_by_repository_sources,1119
99,Vika Raä 260,Sweden,60.5116444444,15.7119055556,https://browser.sead.se/site/99,bibliography_ready,False,0,0,0,[],1,1,1,5,5,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1120
231,Vinberg Raä 97,Sweden,56.9580555556,12.5508333333,https://browser.sead.se/site/231,bibliography_ready,False,0,0,0,[],1,1,1,4,4,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1121
163,Västerbitterna 3:17,Sweden,58.1368305552,12.9879639,https://browser.sead.se/site/163,bibliography_ready,False,0,0,0,[],1,1,1,2,2,7321,coarse_spatial_context_only,not_captured_by_repository_sources,1122
268,Västra Skälby,Sweden,59.5927222219,16.4485111,https://browser.sead.se/site/268,bibliography_ready,False,0,0,0,[],1,1,1,41,41,15126,coarse_spatial_context_only,not_captured_by_repository_sources,1123
379,Älgtjärn,Sweden,64.9175000003,19.0087361111,https://browser.sead.se/site/379,bibliography_ready,False,0,0,0,[],1,1,1,9,9,1153,coarse_spatial_context_only,not_captured_by_repository_sources,1124
7,Årstad Raä 3,Sweden,56.9327777781,12.6849999997,https://browser.sead.se/site/7,bibliography_ready,False,0,0,0,[],1,1,1,23,23,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1125
112,Örsås Raä 291,Sweden,57.443158333,13.1642138889,https://browser.sead.se/site/112,bibliography_ready,False,0,0,0,[],1,1,1,14,14,8587,coarse_spatial_context_only,not_captured_by_repository_sources,1126
385,Österhaninge Raä 230,Sweden,59.1350388886,18.122291667,https://browser.sead.se/site/385,bibliography_ready,False,0,0,0,[],1,1,1,6,6,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1127
355,Österhaninge Raä 239,Sweden,59.1591833333,18.1138472222,https://browser.sead.se/site/355,bibliography_ready,False,0,0,0,[],1,1,1,1,1,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1128
397,Övertorneå 427,Sweden,66.6893638886,23.8398194441,https://browser.sead.se/site/397,bibliography_ready,False,0,0,0,[],1,1,1,1,1,984,coarse_spatial_context_only,not_captured_by_repository_sources,1129
195,Övraby Raä 70,Sweden,56.6912638886,12.8948666663,https://browser.sead.se/site/195,bibliography_ready,False,0,0,0,[],1,1,1,7,7,6333,coarse_spatial_context_only,not_captured_by_repository_sources,1130
4394,Falun,Sweden,60.60641,15.630175,https://browser.sead.se/site/4394,bibliography_ready,False,0,0,0,[],1,0,0,0,0,3988,coarse_spatial_context_only,not_captured_by_repository_sources,1131
54,Hogdal 443,Sweden,59.0056055556,11.2326555559,https://browser.sead.se/site/54,bibliography_ready,False,0,0,0,[],1,0,1,2,0,1520,coarse_spatial_context_only,not_captured_by_repository_sources,1132
63,Håby 6:1,Sweden,58.4911111108,11.6144444444,https://browser.sead.se/site/63,bibliography_ready,False,0,0,0,[],1,0,1,1,0,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1133
4518,Lund,Sweden,55.7,13.1833,https://browser.sead.se/site/4518,bibliography_ready,False,0,0,0,[],1,0,0,0,0,6654,coarse_spatial_context_only,not_captured_by_repository_sources,1134
4885,Lövdalen,Sweden,55.733334,14.2,https://browser.sead.se/site/4885,bibliography_ready,False,0,0,0,[],1,0,0,0,0,3205,coarse_spatial_context_only,not_captured_by_repository_sources,1135
4702,Uppsala: Centrum,Sweden,59.859974,17.640041,https://browser.sead.se/site/4702,bibliography_ready,False,0,0,0,[],1,0,0,0,0,27450,coarse_spatial_context_only,not_captured_by_repository_sources,1136
262,Hyllie 155,Sweden,55.75,13.0,https://browser.sead.se/site/262,inventory_only,False,0,0,0,[],0,56,14,514,2570,6654,coarse_spatial_context_only,not_captured_by_repository_sources,1137
264,Gåsinge-Dillnäs Raä 94,Sweden,59.1208083337,17.2063861111,https://browser.sead.se/site/264,inventory_only,False,0,0,0,[],0,49,13,394,1934,27450,coarse_spatial_context_only,not_captured_by_repository_sources,1138
3800,Axamo flygplats,Sweden,57.7687883904,14.0872375419,https://browser.sead.se/site/3800,inventory_only,False,0,0,0,[],0,24,6,6,24,8067,coarse_spatial_context_only,not_captured_by_repository_sources,1139
292,Töre 408:1,Sweden,66.0250167,22.6166667,https://browser.sead.se/site/292,inventory_only,False,0,0,0,[],0,10,4,60,270,1472,coarse_spatial_context_only,not_captured_by_repository_sources,1140
277,Töre 318:1,Sweden,66.0253888889,22.6292777781,https://browser.sead.se/site/277,inventory_only,False,0,0,0,[],0,8,3,55,248,1472,coarse_spatial_context_only,not_captured_by_repository_sources,1141
287,Foss 217,Sweden,58.4863916663,11.6884166663,https://browser.sead.se/site/287,inventory_only,False,0,0,0,[],0,4,1,84,420,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1142
280,Norrala Raä 177,Sweden,61.4394111108,16.9907749997,https://browser.sead.se/site/280,inventory_only,False,0,0,0,[],0,4,2,162,324,3464,coarse_spatial_context_only,not_captured_by_repository_sources,1143
350,Stora Halmören,Sweden,59.5775,18.9636111,https://browser.sead.se/site/350,inventory_only,False,0,0,0,[],0,4,1,7,35,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1144
374,Stora Träskär,Sweden,59.5655555556,18.9725,https://browser.sead.se/site/374,inventory_only,False,0,0,0,[],0,4,1,5,25,10763,coarse_spatial_context_only,not_captured_by_repository_sources,1145
315,Svarteborg 592,Sweden,58.5067805556,11.56055,https://browser.sead.se/site/315,inventory_only,False,0,0,0,[],0,4,1,22,61,16773,coarse_spatial_context_only,not_captured_by_repository_sources,1146
