locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
"Holma (Västra Götalands län, Falköping, Falbygden)",homo_sapiens:aadr:sweden:holma-v-stra-g-talands-l-n-falk-ping-falbygden:58-1498-13-6392,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
"Horvnes (Nordland, Alstahaug)",homo_sapiens:aadr:norway:horvnes-nordland-alstahaug:66-12-7,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
"Hov (19/1, Løkta) (Nordland, Dønna)",homo_sapiens:aadr:norway:hov-19-1-l-kta-nordland-d-nna:66-18-12-72,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Hove A (Zealand Region),homo_sapiens:aadr:denmark:hove-a-zealand-region:55-708-12-25,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Humble (Langelands Sønder),homo_sapiens:aadr:denmark:humble-langelands-s-nder:54-8296967-10-699065,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Hyllebjerg X (Jutland),homo_sapiens:aadr:denmark:hyllebjerg-x-jutland:56-822-9-28,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
"Hälsingland (Gävleborgs län, Hudiksvall)",homo_sapiens:aadr:sweden:h-lsingland-g-vleborgs-l-n-hudiksvall:61-658-17-004,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Höja gård (Southern Sweden/ Skåne),homo_sapiens:aadr:sweden:h-ja-g-rd-southern-sweden-sk-ne:55-58-13-069,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Højgård (Zealand),homo_sapiens:aadr:denmark:h-jg-rd-zealand:55-76578-12-43917,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Højstrupvej (Funen/ Odense),homo_sapiens:aadr:denmark:h-jstrupvej-funen-odense:55-3989185-10-345114,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Hørby Skov (Zealand),homo_sapiens:aadr:denmark:h-rby-skov-zealand:55-7381625-11-6452876,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Jarlsberg Herregaard (Southern Norway/ Vestfold),homo_sapiens:aadr:norway:jarlsberg-herregaard-southern-norway-vestfold:59-29088516-10-38673557,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Jorløse Mose (Zealand Region),homo_sapiens:aadr:denmark:jorl-se-mose-zealand-region:55-601-11-312,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Juellinge (Lolland/ Juellinge),homo_sapiens:aadr:denmark:juellinge-lolland-juellinge:55-3075688-12-2527185,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Jørlundegard (Zealand Region),homo_sapiens:aadr:denmark:j-rlundegard-zealand-region:55-828-12-166,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
"Kastanjegården (Skåne län, Malmö)",homo_sapiens:aadr:sweden:kastanjeg-rden-sk-ne-l-n-malm:55-555-13-023,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kavslunde Eng (Funen/ Vindinge),homo_sapiens:aadr:denmark:kavslunde-eng-funen-vindinge:55-41919-10-69991,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Keldeklinte_Mose (Zealand),homo_sapiens:aadr:denmark:keldeklinte-mose-zealand:55-62-11-26,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kildehus (Zealand),homo_sapiens:aadr:denmark:kildehus-zealand:55-6187-12-0193,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kirkebakkegård (Zealand),homo_sapiens:aadr:denmark:kirkebakkeg-rd-zealand:55-8394679-12-2594096,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kirkebjerggaard (Zealand),homo_sapiens:aadr:denmark:kirkebjerggaard-zealand:55-5784085-11-9177472,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Klokkehøj (Funen Region),homo_sapiens:aadr:denmark:klokkeh-j-funen-region:55-108-10-111,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Klæsterupholm Mose (Jutland Region),homo_sapiens:aadr:denmark:kl-sterupholm-mose-jutland-region:57-29-10-033,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Koelbjerg (Funen Region),homo_sapiens:aadr:denmark:koelbjerg-funen-region:55-404-10-133,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kongemose (Zealand Region),homo_sapiens:aadr:denmark:kongemose-zealand-region:55-583-11-551,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kongens Nytorv (Zealand),homo_sapiens:aadr:denmark:kongens-nytorv-zealand:55-6804521-12-5858289,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kongsted_Lyng_(Store_Lyng) (Zealand),homo_sapiens:aadr:denmark:kongsted-lyng-store-lyng-zealand:55-232-12-065,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kornum Bro (Jutland),homo_sapiens:aadr:denmark:kornum-bro-jutland:57-32-9-86,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kragehave Odetofter (Zealand Region),homo_sapiens:aadr:denmark:kragehave-odetofter-zealand-region:55-655463-12-245129,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kråkerøy (Southern Norway/ Viken),homo_sapiens:aadr:norway:kr-ker-y-southern-norway-viken:59-178756-10-919039,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kumle hoje (Langeland Region),homo_sapiens:aadr:denmark:kumle-hoje-langeland-region:54-89-10-74,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Kyndby (Zealand),homo_sapiens:aadr:denmark:kyndby-zealand:55-854-12-129,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Käldamäki,homo_sapiens:aadr:finland:k-ldam-ki:63-151-22-178,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Køge Sønakke (Zealand Region),homo_sapiens:aadr:denmark:k-ge-s-nakke-zealand-region:55-402-12-367,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
"L Beddinge 56 (Skåne län, Trelleborg)",homo_sapiens:aadr:sweden:l-beddinge-56-sk-ne-l-n-trelleborg:55-381-13-445,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Landlystvej (Zealand),homo_sapiens:aadr:denmark:landlystvej-zealand:55-6602166-12-4743842,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Langdyssegård (Zealand),homo_sapiens:aadr:denmark:langdysseg-rd-zealand:55-7753413-11-9103938,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Langø Skaldynge (Funen Region),homo_sapiens:aadr:denmark:lang-skaldynge-funen-region:55-545-10-622,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
Lauritshoej (Jutland),homo_sapiens:aadr:denmark:lauritshoej-jutland:56-262-10-313,atlas_exploration,downgraded,0.0547,0.4858,1.0,0.3467,0.0,0.35,1,1,0,0,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_time_aware_context | no_temporal_context_overlap | no_nearby_context | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 0 nearby context points across 0 context layers shape the support surface | score families: evidence=0.4858; chronology=1.0000; species=0.3467; context=0.0000 | missingness penalty=0.3500; ranking status=downgraded | recommendation posture=exploratory_only"
