locality,locality_token,profile_name,ranking_status,total_score,evidence_density_signal,chronology_alignment_signal,species_diversity_signal,contextual_support_signal,missingness_penalty,direct_sample_count,distinct_species_count,nearby_context_points,nearby_context_layer_count,temporal_overlap_points,sampling_recommendation_ready,recommendation_posture,ranking_blockers,recommendation_blockers,warning_flags,rationale
Lohals (Langeland Region),homo_sapiens:aadr:denmark:lohals-langeland-region:55-134-10-903,atlas_exploration,downgraded,0.4074,0.4858,0.5,0.3467,0.8506,0.195,1,1,30,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 30 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8506 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Landlystvej (Zealand),homo_sapiens:aadr:denmark:landlystvej-zealand:55-6602166-12-4743842,atlas_exploration,downgraded,0.4073,0.4858,0.5,0.3467,0.8504,0.195,1,1,28,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 28 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8504 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Tissøe (Zealand Region),homo_sapiens:aadr:denmark:tiss-e-zealand-region:55-575-11-294,atlas_exploration,downgraded,0.4073,0.4858,0.5,0.3467,0.8502,0.195,1,1,14,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 14 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8502 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Hastrup (Zealand),homo_sapiens:aadr:denmark:hastrup-zealand:55-4415319-12-1657826,atlas_exploration,downgraded,0.4068,0.4858,0.5,0.3467,0.8489,0.195,1,1,8,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8489 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vibygards Mose (Zealand Region),homo_sapiens:aadr:denmark:vibygards-mose-zealand-region:55-564-12-016,atlas_exploration,downgraded,0.4066,0.4858,0.5,0.3467,0.8482,0.195,1,1,13,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 13 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8482 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Neverkær Mose Høgholm (Funen/ Båg),homo_sapiens:aadr:denmark:neverk-r-mose-h-gholm-funen-b-g:55-3978469-10-0852552,atlas_exploration,downgraded,0.4063,0.4858,0.5,0.3467,0.8474,0.195,1,1,13,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 13 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8474 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Nørrebjerg (Funen),homo_sapiens:aadr:denmark:n-rrebjerg-funen:55-362696-10-479833,atlas_exploration,downgraded,0.4063,0.4858,0.5,0.3467,0.8473,0.195,1,1,14,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 14 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8473 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Skole Samling (Jutland),homo_sapiens:aadr:denmark:skole-samling-jutland:56-796-9-397,atlas_exploration,downgraded,0.4063,0.4858,0.5,0.3467,0.8475,0.195,1,1,11,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 11 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8475 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Hyldebjerg, Vaarst (Jutland/ Aalborg)",homo_sapiens:aadr:denmark:hyldebjerg-vaarst-jutland-aalborg:56-9462013-10-0553872,atlas_exploration,downgraded,0.4061,0.5692,0.5,0.3467,0.6776,0.165,2,1,6,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6776 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Museums garden (Jutland),homo_sapiens:aadr:denmark:museums-garden-jutland:56-812-9-501,atlas_exploration,downgraded,0.4061,0.4858,0.5,0.3467,0.8468,0.195,1,1,15,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 15 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8468 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Svinninge Vejle (Zealand Region),homo_sapiens:aadr:denmark:svinninge-vejle-zealand-region:55-736-11-425,atlas_exploration,downgraded,0.4061,0.4858,0.5,0.3467,0.8469,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8469 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vanløse Mose (Zealand Region),homo_sapiens:aadr:denmark:vanl-se-mose-zealand-region:55-553-11-684,atlas_exploration,downgraded,0.4061,0.4858,0.5,0.3467,0.8468,0.195,1,1,23,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 23 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8468 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Trekroner-Grydehøj (Zealand),homo_sapiens:aadr:denmark:trekroner-grydeh-j-zealand:55-657291-12-14794,atlas_exploration,downgraded,0.406,0.4858,0.5,0.3467,0.8466,0.195,1,1,17,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8466 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Marbjerg (Sjælland, Roskilde)",homo_sapiens:aadr:denmark:marbjerg-sj-lland-roskilde:55-657-12-148,atlas_exploration,downgraded,0.4059,0.4858,0.5,0.3467,0.8464,0.195,1,1,17,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8464 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Salpetermosen syd 8 (Zealand Region),homo_sapiens:aadr:denmark:salpetermosen-syd-8-zealand-region:55-91-12-307,atlas_exploration,downgraded,0.4058,0.4858,0.5,0.3467,0.846,0.195,1,1,37,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 37 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8460 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Skivum VI (Jutland),homo_sapiens:aadr:denmark:skivum-vi-jutland:56-868-9-585,atlas_exploration,downgraded,0.4057,0.4858,0.5,0.3467,0.8458,0.195,1,1,17,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8458 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vester Egesborg (Zealand),homo_sapiens:aadr:denmark:vester-egesborg-zealand:55-155344-11-8190732,atlas_exploration,downgraded,0.4057,0.5692,0.5,0.3467,0.6766,0.165,2,1,5,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6766 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Kolind (Jutland Region),homo_sapiens:aadr:denmark:kolind-jutland-region:56-362-10-593,atlas_exploration,downgraded,0.4056,0.5692,0.5,0.3467,0.6762,0.165,2,1,6,2,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 6 nearby context points across 2 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6762 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Bårse (Zealand/ Bårse),homo_sapiens:aadr:denmark:b-rse-zealand-b-rse:55-01514-11-92048,atlas_exploration,downgraded,0.4055,0.4858,0.5,0.3467,0.8451,0.195,1,1,8,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8451 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sebber skole,homo_sapiens:aadr:denmark:sebber-skole:56-97-9-552,atlas_exploration,downgraded,0.4055,0.4858,0.5,0.3467,0.8452,0.195,1,1,7,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 7 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8452 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kragehave Odetofter (Zealand Region),homo_sapiens:aadr:denmark:kragehave-odetofter-zealand-region:55-655463-12-245129,atlas_exploration,downgraded,0.4046,0.4858,0.5,0.3467,0.8427,0.195,1,1,26,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 26 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8427 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Engbjerg (Zealand/ Smørum),homo_sapiens:aadr:denmark:engbjerg-zealand-sm-rum:55-6528637-12-2402642,atlas_exploration,downgraded,0.4042,0.4858,0.5,0.3467,0.8414,0.195,1,1,26,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 26 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8414 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Neverkær Mose (Funen Region),homo_sapiens:aadr:denmark:neverk-r-mose-funen-region:55-391-10-078,atlas_exploration,downgraded,0.4041,0.4858,0.5,0.3467,0.8411,0.195,1,1,13,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 13 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8411 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Næs (Falster Region),homo_sapiens:aadr:denmark:n-s-falster-region:54-87-12-116,atlas_exploration,downgraded,0.4039,0.4858,0.5,0.3467,0.8406,0.195,1,1,20,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 20 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8406 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Tanderup,homo_sapiens:aadr:denmark:tanderup:56-26-9-5,atlas_exploration,downgraded,0.4034,0.4858,0.5,0.3467,0.8391,0.195,1,1,21,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 21 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8391 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Trekroner-Grydehej (Zealand Region),homo_sapiens:aadr:denmark:trekroner-grydehej-zealand-region:55-65-12-14,atlas_exploration,downgraded,0.4034,0.4858,0.5,0.3467,0.8392,0.195,1,1,17,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8392 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Sejlsbjerg (Zealand/ Smørum),homo_sapiens:aadr:denmark:sejlsbjerg-zealand-sm-rum:55-6442329-12-2073572,atlas_exploration,downgraded,0.403,0.4858,0.5,0.3467,0.8379,0.195,1,1,24,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 24 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8379 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Vik, Klepp (Western Norway/ Rogaland)",homo_sapiens:aadr:norway:vik-klepp-western-norway-rogaland:58-712198-5-525827,atlas_exploration,downgraded,0.4029,0.6525,0.5,0.3467,0.5852,0.165,3,1,4,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 3 direct ancient-DNA samples support 1 species at this locality anchor | 4 nearby context points across 3 context layers shape the support surface | score families: evidence=0.6525; chronology=0.5000; species=0.3467; context=0.5852 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Maderne (Zealand),homo_sapiens:aadr:denmark:maderne-zealand:55-57-11-25,atlas_exploration,downgraded,0.4027,0.4858,0.5,0.3467,0.8372,0.195,1,1,14,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 14 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8372 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vester Klodske (Jutland/ Venneberg),homo_sapiens:aadr:denmark:vester-klodske-jutland-venneberg:57-5065361-10-1134701,atlas_exploration,downgraded,0.4024,0.4858,0.5,0.3467,0.8363,0.195,1,1,26,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 26 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8363 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Eksercérpladsen (Zealand/ Bårse),homo_sapiens:aadr:denmark:ekserc-rpladsen-zealand-b-rse:55-0340277-11-9935473,atlas_exploration,downgraded,0.4018,0.4858,0.5,0.3467,0.8346,0.195,1,1,11,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 11 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8346 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Kyndby (Zealand),homo_sapiens:aadr:denmark:kyndby-zealand:55-854-12-129,atlas_exploration,downgraded,0.4018,0.4858,0.5,0.3467,0.8345,0.195,1,1,30,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 30 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8345 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Endegaarde (Zealand),homo_sapiens:aadr:denmark:endegaarde-zealand:55-1080068-12-0638179,atlas_exploration,downgraded,0.4017,0.4858,0.5,0.3467,0.8343,0.195,1,1,11,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 11 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8343 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Hørby Skov (Zealand),homo_sapiens:aadr:denmark:h-rby-skov-zealand:55-7381625-11-6452876,atlas_exploration,downgraded,0.401,0.4858,0.5,0.3467,0.8323,0.195,1,1,17,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 17 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8323 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Ølby (Zealand),homo_sapiens:aadr:denmark:lby-zealand:55-47386-12-16255,atlas_exploration,downgraded,0.4008,0.4858,0.5,0.3467,0.8318,0.195,1,1,8,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8318 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Næstved Mark (Zealand),homo_sapiens:aadr:denmark:n-stved-mark-zealand:55-22959-11-77806,atlas_exploration,downgraded,0.4005,0.5692,0.5,0.3467,0.6618,0.165,2,1,5,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 2 direct ancient-DNA samples support 1 species at this locality anchor | 5 nearby context points across 3 context layers shape the support surface | score families: evidence=0.5692; chronology=0.5000; species=0.3467; context=0.6618 | missingness penalty=0.1650; ranking status=downgraded | recommendation posture=exploratory_only"
Pandebjerg (Zealand Region),homo_sapiens:aadr:denmark:pandebjerg-zealand-region:55-789-11-292,atlas_exploration,downgraded,0.4003,0.4858,0.5,0.3467,0.8304,0.195,1,1,14,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 14 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8304 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Lille Bjerggård, Sønderholm (Jutland/ Aalborg)",homo_sapiens:aadr:denmark:lille-bjergg-rd-s-nderholm-jutland-aalborg:57-010758-9-750671,atlas_exploration,downgraded,0.4,0.4858,0.5,0.3467,0.8293,0.195,1,1,13,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 13 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8293 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Vilsted Sogn IX (Jutland),homo_sapiens:aadr:denmark:vilsted-sogn-ix-jutland:56-901-9-283,atlas_exploration,downgraded,0.4,0.4858,0.5,0.3467,0.8295,0.195,1,1,9,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 9 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8295 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Bredebjerggård 8 (Zealand/ Smørum),homo_sapiens:aadr:denmark:bredebjergg-rd-8-zealand-sm-rum:55-64045-12-25717,atlas_exploration,downgraded,0.3995,0.4858,0.5,0.3467,0.828,0.195,1,1,26,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 26 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8280 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
Brondsager Torsiinre (Zealand Region),homo_sapiens:aadr:denmark:brondsager-torsiinre-zealand-region:55-635879-12-241361,atlas_exploration,downgraded,0.3991,0.4858,0.5,0.3467,0.827,0.195,1,1,24,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 24 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8270 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
"Stubberup, Oue sogn (Jutland)",homo_sapiens:aadr:denmark:stubberup-oue-sogn-jutland:56-714108-9-941522,atlas_exploration,downgraded,0.3985,0.4858,0.5,0.3467,0.8251,0.195,1,1,8,3,0,false,exploratory_only,,profile_is_not_fieldwork_triage,no_temporal_context_overlap | single_species_direct_evidence | metadata_only_direct_evidence,"profile `atlas_exploration` weights evidence density, chronology, species diversity, and contextual support explicitly | 1 direct ancient-DNA samples support 1 species at this locality anchor | 8 nearby context points across 3 context layers shape the support surface | score families: evidence=0.4858; chronology=0.5000; species=0.3467; context=0.8251 | missingness penalty=0.1950; ranking status=downgraded | recommendation posture=exploratory_only"
