feature_id,evidence_row_id,site_record_id,species_latin_name,species_common_name,animal_scope,support_class,support_note,locality,political_entity,latitude,longitude,latitude_text,longitude_text,coordinate_basis,coordinate_confidence,geocoding_method,geocoder_or_gazetteer,confidence_rationale,original_place_text,resolved_place_text,coordinate_source_artifact_path,coordinate_source_locator,coordinate_supplementary_source,coordinate_support_gap_note,chronology,project_accessions,primary_project_accession,sample_record_ids,sample_group_ids,source_native_taxon_labels,source_native_tax_ids,source_native_scientific_names,taxon_alignment_statuses,sample_count,sample_namespace,inclusion_statuses,inclusion_notes,paper_title,paper_doi,publication_year,journal_title,paper_url,supplementary_sources,source_artifact_path,source_artifact_kind,source_locator,source_support_status,exact_source_text,nordic_inclusion,nordic_inclusion_reason,interpretation_note
animal-atlas-feature:felis-catus-locality-prjeb81815-musarnaviterbolatium-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-musarnaviterbolatium-italy,felis_catus:locality:prjeb81815:musarnaviterbolatium:italy,Felis catus,cat,wild_or_progenitor_context,accepted,admissible_for_curated_support,"Musarna (Viterbo, Latium)",Italy,42.41,11.98,42.41,11.98,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,"Musarna (Viterbo, Latium)","Musarna (Viterbo, Latium)",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105,,,"{'original_text': '1410-1590 BP', 'time_start_bp': 1410, 'time_end_bp': 1590, 'time_mean_bp': 1500, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'radiocarbon', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246561,PRJEB81815,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246561 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row68 -> Table_S1!row105,supplementary_table_row,ENA identifies SAMEA120246561 as Felis silvestris silvestris (tax_id 463207). Exact workbook join MUS01; source chronology: 360AD (95.4%) 540AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-nardtorresantacaterina-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-nardtorresantacaterina-italy,felis_catus:locality:prjeb81815:nardtorresantacaterina:italy,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Nardò “torre santa Caterina”,Italy,40.14,17.99,40.14,17.99,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Nardò “torre santa Caterina”,Nardò “torre santa Caterina”,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132,,,"{'original_text': '17-18th c AD', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246576,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246576 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row91 -> Table_S1!row132,supplementary_table_row,ENA identifies SAMEA120246576 as Felis catus (tax_id 9685). Exact workbook join SCAT01; source chronology: 17-18th c AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-padovaviacesarebattistiveneto-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-padovaviacesarebattistiveneto-italy,felis_catus:locality:prjeb81815:padovaviacesarebattistiveneto:italy,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Padova Via Cesare Battisti (Veneto),Italy,45.41,11.87,45.41,11.87,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Padova Via Cesare Battisti (Veneto),Padova Via Cesare Battisti (Veneto),data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106,,,"{'original_text': '510-550 BP', 'time_start_bp': 510, 'time_end_bp': 550, 'time_mean_bp': 530, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'radiocarbon', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246562,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246562 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row70 -> Table_S1!row106,supplementary_table_row,ENA identifies SAMEA120246562 as Felis catus (tax_id 9685). Exact workbook join PAD01; source chronology: 1400AD (95.4%) 1440AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-palatinonortheastsloperome-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-palatinonortheastsloperome-italy,felis_catus:locality:prjeb81815:palatinonortheastsloperome:italy,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Palatino North East slope (Rome),Italy,41.89,12.49,41.89,12.49,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Palatino North East slope (Rome),Palatino North East slope (Rome),data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114,,,"{'original_text': '1580-1720 BP', 'time_start_bp': 1580, 'time_end_bp': 1720, 'time_mean_bp': 1650, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'radiocarbon', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246567;felis_catus:sample:prjeb81815:samea120246568,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,2,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246567 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row77 -> Table_S1!row114,supplementary_table_row,ENA identifies SAMEA120246567 as Felis catus (tax_id 9685). Exact workbook join PNE02; source chronology: 230AD (95.4%) 370AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-palmelacastle-portugal,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-palmelacastle-portugal,felis_catus:locality:prjeb81815:palmelacastle:portugal,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Palmela Castle,Portugal,38.57,-8.9,38.57,-8.90,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Palmela Castle,Palmela Castle,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161,,,"{'original_text': '12-13th c', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246563;felis_catus:sample:prjeb81815:samea120246564,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,2,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246563 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row71 -> Table_S1!row161,supplementary_table_row,ENA identifies SAMEA120246563 as Felis catus (tax_id 9685). Exact workbook join PAL09; source chronology: 12-13th c.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-parking58brussels-belgium,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-parking58brussels-belgium,felis_catus:locality:prjeb81815:parking58brussels:belgium,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,"Parking 58, Brussels",Belgium,50.85,4.35,50.85,4.35,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,"Parking 58, Brussels","Parking 58, Brussels",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246527 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row18 -> Table_S1!row23,,,"{'original_text': 'end 14th - 15th cent. AD', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246527;felis_catus:sample:prjeb81815:samea120246528,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,2,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246527 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row18 -> Table_S1!row23,supplementary_table_row,ENA identifies SAMEA120246527 as Felis catus (tax_id 9685). Exact workbook join BRPA24; source chronology: end 14th - 15th cent. AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-petronellcarnuntum-austria,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-petronellcarnuntum-austria,felis_catus:locality:prjeb81815:petronellcarnuntum:austria,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Petronell-Carnuntum,Austria,48.12,16.85,48.12,16.85,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Petronell-Carnuntum,Petronell-Carnuntum,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14,,,"{'original_text': '1630-1930 BP', 'time_start_bp': 1630, 'time_end_bp': 1930, 'time_mean_bp': 1780, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'radiocarbon', 'evidence_class': 'direct_radiocarbon_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246565;felis_catus:sample:prjeb81815:samea120246566,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,2,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246565 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row75 -> Table_S1!row14,supplementary_table_row,ENA identifies SAMEA120246565 as Felis catus (tax_id 9685). Exact workbook join PETR06; source chronology: 120AD (87.6%) 260AD / 290AD (7.8%) 320AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-romesceciliaintrastevere-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-romesceciliaintrastevere-italy,felis_catus:locality:prjeb81815:romesceciliaintrastevere:italy,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,"Rome, S. Cecilia in Trastevere",Italy,41.89,12.48,41.89,12.48,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,"Rome, S. Cecilia in Trastevere","Rome, S. Cecilia in Trastevere",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246530 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row23 -> Table_S1!row75,,,"{'original_text': '12-13th c AD', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246530,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246530 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row23 -> Table_S1!row75,supplementary_table_row,ENA identifies SAMEA120246530 as Felis catus (tax_id 9685). Exact workbook join CEC03; source chronology: 12-13th c AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-sagalassos-turkey,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-sagalassos-turkey,felis_catus:locality:prjeb81815:sagalassos:turkey,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Sagalassos,Turkey,37.68,30.52,37.68,30.52,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Sagalassos,Sagalassos,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215,,,"{'original_text': 'Early Byzantine', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246573,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246573 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row87 -> Table_S1!row215,supplementary_table_row,ENA identifies SAMEA120246573 as Felis catus (tax_id 9685). Exact workbook join SA14; source chronology: Early Byzantine.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-salzburgresidenz-austria,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-salzburgresidenz-austria,felis_catus:locality:prjeb81815:salzburgresidenz:austria,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,Salzburg - Residenz,Austria,47.8,13.05,47.80,13.05,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,Salzburg - Residenz,Salzburg - Residenz,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17,,,"{'original_text': '15/16th centuries', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246575,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246575 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row89 -> Table_S1!row17,supplementary_table_row,ENA identifies SAMEA120246575 as Felis catus (tax_id 9685). Exact workbook join SBR01; source chronology: 15/16th centuries.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-saracenacosenzacalabria-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-saracenacosenzacalabria-italy,felis_catus:locality:prjeb81815:saracenacosenzacalabria:italy,Felis catus,cat,wild_or_progenitor_context,accepted,admissible_for_curated_support,"Saracena (Cosenza, Calabria)",Italy,39.77,16.15,39.77,16.15,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,"Saracena (Cosenza, Calabria)","Saracena (Cosenza, Calabria)",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130,,,"{'original_text': 'Early Neolithic', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'broad_period_label', 'precision_posture': 'broad_period_only', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246574,PRJEB81815,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246574 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row88 -> Table_S1!row130,supplementary_table_row,ENA identifies SAMEA120246574 as Felis silvestris silvestris (tax_id 463207). Exact workbook join SAR01; source chronology: Early Neolithic.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-sassaripalazzoducalesardinia-italy,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-sassaripalazzoducalesardinia-italy,felis_catus:locality:prjeb81815:sassaripalazzoducalesardinia:italy,Felis catus,cat,domesticated_core,accepted,admissible_for_curated_support,"Sassari, palazzo ducale, Sardinia",Italy,40.73,8.55,40.73,8.55,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,"Sassari, palazzo ducale, Sardinia","Sassari, palazzo ducale, Sardinia",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246577 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row92 -> Table_S1!row135,,,"{'original_text': '19th AD', 'time_start_bp': None, 'time_end_bp': None, 'time_mean_bp': None, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'historical_and_archaeological_context', 'evidence_class': 'historical_or_recent_date', 'precision_posture': 'sample_approximate_or_modeled', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246577,PRJEB81815,Felis catus (tax_id 9685),9685,Felis catus,project_species_match,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246577 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row92 -> Table_S1!row135,supplementary_table_row,ENA identifies SAMEA120246577 as Felis catus (tax_id 9685). Exact workbook join SDUC02B; source chronology: 19th AD.,false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
animal-atlas-feature:felis-catus-locality-prjeb81815-tabernasspain-spain,animal-atlas-row:felis-catus-prjeb81815-felis-catus-locality-prjeb81815-tabernasspain-spain,felis_catus:locality:prjeb81815:tabernasspain:spain,Felis catus,cat,wild_or_progenitor_context,accepted,admissible_for_curated_support,"Tabernas, Spain",Spain,37.05,-2.39,37.05,-2.39,supplementary_table_coordinates,exact,direct_supplementary_coordinate_capture,not required because the supplementary table ships coordinates,The published supplementary table provides direct coordinates for this locality.,"Tabernas, Spain","Tabernas, Spain",data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,sample_accession:SAMEA120246578 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row93 -> Table_S1!row192,,,"{'original_text': '4349-4649 BP', 'time_start_bp': 4349, 'time_end_bp': 4649, 'time_mean_bp': 4499, 'date_stddev_bp': '', 'source_mean_bp_text': '', 'dating_basis': 'archaeological_context', 'evidence_class': 'archaeological_context_date', 'precision_posture': 'contextual_interval', 'refusal_reason_code': ''}",PRJEB81815,PRJEB81815,felis_catus:sample:prjeb81815:samea120246578,PRJEB81815,Felis silvestris silvestris (tax_id 463207),463207,Felis silvestris silvestris,project_species_mismatch,1,felis_catus:sample_locality,site_curated,Sample-level locality comes directly from the recovered sample source row.,The dispersal of domestic cats from North Africa to Europe around 2000 years ago,10.1126/science.adt2642,2024,Science,https://doi.org/10.1126/science.adt2642,,data/adna/governance/source_library/papers/10.1126-science.adt2642/supplementary/science.adt2642_tables s1_to_s8.zip,supplementary_spreadsheet_row,sample_accession:SAMEA120246578 || science.adt2642_tables s1_to_s8.xlsx#Table_S3!row93 -> Table_S1!row192,supplementary_table_row,"ENA identifies SAMEA120246578 as Felis silvestris silvestris (tax_id 463207). Exact workbook join TAB02B; source chronology: 2,700-2,400 BC (Phase III).",false,"The primary supplement resolves ancient and modern cat samples across Europe and adjacent regions, but it contains no Nordic sample and does not justify a Nordic-mapped claim.",Sample-level locality comes directly from the recovered sample source row.
